"","topic","term","beta"
"732",32,"apart",2.85534806692936e-05
"733",33,"apart",6.34437254155564e-05
"734",34,"apart",1.7342443897194e-05
"735",35,"apart",7.18803910293272e-05
"736",36,"apart",3.63874536059966e-05
"737",37,"apart",4.10981423639652e-05
"738",38,"apart",9.98801438274072e-05
"739",39,"apart",7.52898659840385e-05
"740",40,"apart",0.00971126128254809
"741",41,"apart",4.35881788858861e-05
"742",42,"apart",3.23603650249175e-05
"743",43,"apart",6.23752495009981e-05
"744",44,"apart",0.00118447195476081
"745",45,"apart",0.000765250346184681
"746",46,"apart",5.67794685441744e-05
"747",47,"apart",4.7523999619808e-05
"748",48,"apart",5.58596804826276e-05
"749",49,"apart",0.00111703660997406
"750",50,"apart",3.19877167167808e-05
"751",1,"apolog",3.39420270178535e-05
"752",2,"apolog",3.55973230813043e-05
"753",3,"apolog",2.58317834263278e-05
"754",4,"apolog",0.00298909858164342
"755",5,"apolog",0.000835739249354202
"756",6,"apolog",0.00150382051698911
"757",7,"apolog",3.87867504460476e-05
"758",8,"apolog",0.000921118740579467
"759",9,"apolog",4.96228662167527e-05
"760",10,"apolog",1.4404655584685e-05
"761",11,"apolog",4.16805601867289e-05
"762",12,"apolog",2.72985367984276e-05
"763",13,"apolog",0.000779478458049886
"764",14,"apolog",3.86966953022212e-05
"765",15,"apolog",0.000603393199403705
"766",16,"apolog",0.00138876444763014
"767",17,"apolog",6.29247420085578e-05
"768",18,"apolog",0.000462729261315834
"769",19,"apolog",3.99329127066528e-05
"770",20,"apolog",3.89985180563139e-05
"771",21,"apolog",0.00132498193206456
"772",22,"apolog",0.00333897756891992
"773",23,"apolog",2.41826272006191e-05
"774",24,"apolog",3.64936865922195e-05
"775",25,"apolog",0.00121443442054129
"776",26,"apolog",4.77281405116457e-05
"777",27,"apolog",1.79849645696198e-05
"778",28,"apolog",0.0019240317775571
"779",29,"apolog",2.22756838634946e-05
"780",30,"apolog",7.21917412647994e-05
"781",31,"apolog",5.6554688383667e-05
"782",32,"apolog",2.85534806692936e-05
"783",33,"apolog",6.34437254155564e-05
"784",34,"apolog",1.7342443897194e-05
"785",35,"apolog",7.18803910293272e-05
"786",36,"apolog",0.00149188559784586
"787",37,"apolog",0.000863060989643268
"788",38,"apolog",9.98801438274072e-05
"789",39,"apolog",7.52898659840385e-05
"790",40,"apolog",2.36283729502387e-05
"791",41,"apolog",0.00614593322290994
"792",42,"apolog",3.23603650249175e-05
"793",43,"apolog",6.23752495009981e-05
"794",44,"apolog",3.82087727342197e-05
"795",45,"apolog",3.6440492675461e-05
"796",46,"apolog",5.67794685441744e-05
"797",47,"apolog",4.7523999619808e-05
"798",48,"apolog",0.00229024689978773
"799",49,"apolog",3.60334390314212e-05
"800",50,"apolog",3.19877167167808e-05
"801",1,"close",3.39420270178535e-05
"802",2,"close",0.00145949024633348
"803",3,"close",2.58317834263278e-05
"804",4,"close",5.86097761106553e-05
"805",5,"close",7.59762953958366e-05
"806",6,"close",0.00218121714626348
"807",7,"close",0.00236599177720891
"808",8,"close",8.37380673254062e-05
"809",9,"close",0.0119591107582374
"810",10,"close",0.000158451211431535
"811",11,"close",0.00379293097699233
"812",12,"close",0.00303013758462546
"813",13,"close",7.08616780045352e-05
"814",14,"close",0.00119959755436886
"815",15,"close",0.00545420127304134
"816",16,"close",4.47988531493594e-05
"817",17,"close",6.29247420085578e-05
"818",18,"close",4.20662964832576e-05
"819",19,"close",0.00363389505630541
"820",20,"close",0.0090086576710085
"821",21,"close",0.00012045290291496
"822",22,"close",0.000294895454804893
"823",23,"close",2.41826272006191e-05
"824",24,"close",0.00295598861396978
"825",25,"close",5.78302105019663e-05
"826",26,"close",4.77281405116457e-05
"827",27,"close",0.00559332398115176
"828",28,"close",6.20655412115193e-05
"829",29,"close",2.22756838634946e-05
"830",30,"close",7.21917412647994e-05
"831",31,"close",5.6554688383667e-05
"832",32,"close",2.85534806692936e-05
"833",33,"close",6.34437254155564e-05
"834",34,"close",1.7342443897194e-05
"835",35,"close",7.18803910293272e-05
"836",36,"close",0.00585838003056546
"837",37,"close",0.00415091237876048
"838",38,"close",9.98801438274072e-05
"839",39,"close",0.00609847914470712
"840",40,"close",2.36283729502387e-05
"841",41,"close",4.35881788858861e-05
"842",42,"close",0.00553362241926089
"843",43,"close",0.000686127744510978
"844",44,"close",0.00233073513678741
"845",45,"close",3.6440492675461e-05
"846",46,"close",5.67794685441744e-05
"847",47,"close",4.7523999619808e-05
"848",48,"close",5.58596804826276e-05
"849",49,"close",0.00616171807437302
"850",50,"close",0.00131149638538801
"851",1,"discuss",0.00274930418844613
"852",2,"discuss",0.000391570553894347
"853",3,"discuss",0.000284149617689605
"854",4,"discuss",0.00533348962606963
"855",5,"discuss",7.59762953958366e-05
"856",6,"discuss",1.35479325854875e-05
"857",7,"discuss",3.87867504460476e-05
"858",8,"discuss",8.37380673254062e-05
"859",9,"discuss",0.00104208019055181
"860",10,"discuss",1.4404655584685e-05
"861",11,"discuss",0.00379293097699233
"862",12,"discuss",2.72985367984276e-05
"863",13,"discuss",7.08616780045352e-05
"864",14,"discuss",0.00429533317854655
"865",15,"discuss",1.18312392039942e-05
"866",16,"discuss",4.47988531493594e-05
"867",17,"discuss",6.29247420085578e-05
"868",18,"discuss",4.20662964832576e-05
"869",19,"discuss",3.99329127066528e-05
"870",20,"discuss",3.89985180563139e-05
"871",21,"discuss",0.00012045290291496
"872",22,"discuss",0.00657331481516714
"873",23,"discuss",2.41826272006191e-05
"874",24,"discuss",0.000401430552514415
"875",25,"discuss",5.78302105019663e-05
"876",26,"discuss",4.77281405116457e-05
"877",27,"discuss",0.000557533901658214
"878",28,"discuss",6.20655412115193e-05
"879",29,"discuss",2.22756838634946e-05
"880",30,"discuss",7.21917412647994e-05
"881",31,"discuss",0.00231874222373035
"882",32,"discuss",0.0048826451944492
"883",33,"discuss",6.34437254155564e-05
"884",34,"discuss",1.7342443897194e-05
"885",35,"discuss",0.00222829212190914
"886",36,"discuss",3.63874536059966e-05
"887",37,"discuss",4.10981423639652e-05
"888",38,"discuss",9.98801438274072e-05
"889",39,"discuss",7.52898659840385e-05
"890",40,"discuss",2.36283729502387e-05
"891",41,"discuss",4.35881788858861e-05
"892",42,"discuss",0.00488641511876254
"893",43,"discuss",6.23752495009981e-05
"894",44,"discuss",3.82087727342197e-05
"895",45,"discuss",0.000400845419430071
"896",46,"discuss",5.67794685441744e-05
"897",47,"discuss",4.7523999619808e-05
"898",48,"discuss",5.58596804826276e-05
"899",49,"discuss",3.60334390314212e-05
"900",50,"discuss",0.00227112788689143
"901",1,"drink",3.39420270178535e-05
"902",2,"drink",3.55973230813043e-05
"903",3,"drink",2.58317834263278e-05
"904",4,"drink",5.86097761106553e-05
"905",5,"drink",7.59762953958366e-05
"906",6,"drink",0.0042134070340866
"907",7,"drink",0.000426654254906524
"908",8,"drink",8.37380673254062e-05
"909",9,"drink",0.00253076617705439
"910",10,"drink",1.4404655584685e-05
"911",11,"drink",4.16805601867289e-05
"912",12,"drink",2.72985367984276e-05
"913",13,"drink",7.08616780045352e-05
"914",14,"drink",3.86966953022212e-05
"915",15,"drink",0.000603393199403705
"916",16,"drink",0.000940775916136547
"917",17,"drink",0.00572615152277875
"918",18,"drink",4.20662964832576e-05
"919",19,"drink",3.99329127066528e-05
"920",20,"drink",3.89985180563139e-05
"921",21,"drink",0.00012045290291496
"922",22,"drink",0.00409999809744868
"923",23,"drink",2.41826272006191e-05
"924",24,"drink",3.64936865922195e-05
"925",25,"drink",5.78302105019663e-05
"926",26,"drink",0.00100229095074456
"927",27,"drink",0.00271572965001259
"928",28,"drink",0.0149577954319762
"929",29,"drink",2.22756838634946e-05
"930",30,"drink",7.21917412647994e-05
"931",31,"drink",5.6554688383667e-05
"932",32,"drink",0.00459711038775627
"933",33,"drink",0.000697880979571121
"934",34,"drink",1.7342443897194e-05
"935",35,"drink",0.000790684301322599
"936",36,"drink",0.0033112582781457
"937",37,"drink",0.00168502383692257
"938",38,"drink",9.98801438274072e-05
"939",39,"drink",0.000828188525824424
"940",40,"drink",2.36283729502387e-05
"941",41,"drink",4.35881788858861e-05
"942",42,"drink",3.23603650249175e-05
"943",43,"drink",6.23752495009981e-05
"944",44,"drink",0.000420296500076418
"945",45,"drink",3.6440492675461e-05
"946",46,"drink",5.67794685441744e-05
"947",47,"drink",4.7523999619808e-05
"948",48,"drink",5.58596804826276e-05
"949",49,"drink",3.60334390314212e-05
"950",50,"drink",3.19877167167808e-05
"951",1,"feel",3.39420270178535e-05
"952",2,"feel",3.55973230813043e-05
"953",3,"feel",2.58317834263278e-05
"954",4,"feel",0.00123080529832376
"955",5,"feel",7.59762953958366e-05
"956",6,"feel",0.00787134883216821
"957",7,"feel",0.0101233418664184
"958",8,"feel",8.37380673254062e-05
"959",9,"feel",4.96228662167527e-05
"960",10,"feel",1.4404655584685e-05
"961",11,"feel",0.000458486162054018
"962",12,"feel",2.72985367984276e-05
"963",13,"feel",0.00148809523809524
"964",14,"feel",3.86966953022212e-05
"965",15,"feel",0.00403445256856203
"966",16,"feel",4.47988531493594e-05
"967",17,"feel",6.29247420085578e-05
"968",18,"feel",0.00130405519098099
"969",19,"feel",3.99329127066528e-05
"970",20,"feel",0.0039388503236877
"971",21,"feel",0.00012045290291496
"972",22,"feel",0.00923688666501779
"973",23,"feel",2.41826272006191e-05
"974",24,"feel",3.64936865922195e-05
"975",25,"feel",5.78302105019663e-05
"976",26,"feel",4.77281405116457e-05
"977",27,"feel",1.79849645696198e-05
"978",28,"feel",0.000682720953326713
"979",29,"feel",0.00447741245656242
"980",30,"feel",7.21917412647994e-05
"981",31,"feel",5.6554688383667e-05
"982",32,"feel",2.85534806692936e-05
"983",33,"feel",6.34437254155564e-05
"984",34,"feel",0.00539350005202733
"985",35,"feel",7.18803910293272e-05
"986",36,"feel",3.63874536059966e-05
"987",37,"feel",4.10981423639652e-05
"988",38,"feel",9.98801438274072e-05
"989",39,"feel",0.00534558048486674
"990",40,"feel",2.36283729502387e-05
"991",41,"feel",4.35881788858861e-05
"992",42,"feel",0.00229758591676914
"993",43,"feel",6.23752495009981e-05
"994",44,"feel",0.00156655968210301
"995",45,"feel",3.6440492675461e-05
"996",46,"feel",5.67794685441744e-05
"997",47,"feel",4.7523999619808e-05
"998",48,"feel",5.58596804826276e-05
"999",49,"feel",0.000396367829345633
"1000",50,"feel",3.19877167167808e-05
"1001",1,"forget",3.39420270178535e-05
"1002",2,"forget",3.55973230813043e-05
"1003",3,"forget",2.58317834263278e-05
"1004",4,"forget",5.86097761106553e-05
"1005",5,"forget",7.59762953958366e-05
"1006",6,"forget",1.35479325854875e-05
"1007",7,"forget",0.00197812427274843
"1008",8,"forget",8.37380673254062e-05
"1009",9,"forget",0.00054585152838428
"1010",10,"forget",1.4404655584685e-05
"1011",11,"forget",0.000458486162054018
"1012",12,"forget",2.72985367984276e-05
"1013",13,"forget",0.00219671201814059
"1014",14,"forget",3.86966953022212e-05
"1015",15,"forget",1.18312392039942e-05
"1016",16,"forget",4.47988531493594e-05
"1017",17,"forget",6.29247420085578e-05
"1018",18,"forget",4.20662964832576e-05
"1019",19,"forget",3.99329127066528e-05
"1020",20,"forget",3.89985180563139e-05
"1021",21,"forget",0.00373403999036377
"1022",22,"forget",0.000675405719069272
"1023",23,"forget",2.41826272006191e-05
"1024",24,"forget",3.64936865922195e-05
"1025",25,"forget",5.78302105019663e-05
"1026",26,"forget",4.77281405116457e-05
"1027",27,"forget",1.79849645696198e-05
"1028",28,"forget",6.20655412115193e-05
"1029",29,"forget",0.000467789361133387
"1030",30,"forget",7.21917412647994e-05
"1031",31,"forget",5.6554688383667e-05
"1032",32,"forget",2.85534806692936e-05
"1033",33,"forget",6.34437254155564e-05
"1034",34,"forget",1.7342443897194e-05
"1035",35,"forget",7.18803910293272e-05
"1036",36,"forget",3.63874536059966e-05
"1037",37,"forget",0.000452079566003617
"1038",38,"forget",0.00109868158210148
"1039",39,"forget",0.00308688450534558
"1040",40,"forget",2.36283729502387e-05
"1041",41,"forget",4.35881788858861e-05
"1042",42,"forget",3.23603650249175e-05
"1043",43,"forget",6.23752495009981e-05
"1044",44,"forget",3.82087727342197e-05
"1045",45,"forget",3.6440492675461e-05
"1046",46,"forget",5.67794685441744e-05
"1047",47,"forget",4.7523999619808e-05
"1048",48,"forget",0.000614456485308904
"1049",49,"forget",0.000396367829345633
"1050",50,"forget",0.000351864883884588
"1051",1,"friend",3.39420270178535e-05
"1052",2,"friend",0.030649295173003
"1053",3,"friend",2.58317834263278e-05
"1054",4,"friend",5.86097761106553e-05
"1055",5,"friend",7.59762953958366e-05
"1056",6,"friend",0.0160001083834607
"1057",7,"friend",0.0310681871072841
"1058",8,"friend",8.37380673254062e-05
"1059",9,"friend",0.00054585152838428
"1060",10,"friend",0.00635245311284607
"1061",11,"friend",4.16805601867289e-05
"1062",12,"friend",2.72985367984276e-05
"1063",13,"friend",7.08616780045352e-05
"1064",14,"friend",0.000812630601346645
"1065",15,"friend",1.18312392039942e-05
"1066",16,"friend",4.47988531493594e-05
"1067",17,"friend",6.29247420085578e-05
"1068",18,"friend",0.00551068483930675
"1069",19,"friend",0.00523121156457152
"1070",20,"friend",0.00861867249044536
"1071",21,"friend",0.00012045290291496
"1072",22,"friend",0.0177983676109663
"1073",23,"friend",2.41826272006191e-05
"1074",24,"friend",3.64936865922195e-05
"1075",25,"friend",5.78302105019663e-05
"1076",26,"friend",4.77281405116457e-05
"1077",27,"friend",0.000737383547354412
"1078",28,"friend",0.0118545183714002
"1079",29,"friend",2.22756838634946e-05
"1080",30,"friend",0.000794109153912792
"1081",31,"friend",5.6554688383667e-05
"1082",32,"friend",2.85534806692936e-05
"1083",33,"friend",6.34437254155564e-05
"1084",34,"friend",1.7342443897194e-05
"1085",35,"friend",7.18803910293272e-05
"1086",36,"friend",3.63874536059966e-05
"1087",37,"friend",0.0292207792207792
"1088",38,"friend",9.98801438274072e-05
"1089",39,"friend",7.52898659840385e-05
"1090",40,"friend",2.36283729502387e-05
"1091",41,"friend",4.35881788858861e-05
"1092",42,"friend",3.23603650249175e-05
"1093",43,"friend",0.00130988023952096
"1094",44,"friend",3.82087727342197e-05
"1095",45,"friend",3.6440492675461e-05
"1096",46,"friend",5.67794685441744e-05
"1097",47,"friend",4.7523999619808e-05
"1098",48,"friend",0.000614456485308904
"1099",49,"friend",3.60334390314212e-05
"1100",50,"friend",3.19877167167808e-05
"1101",1,"grand",3.39420270178535e-05
"1102",2,"grand",3.55973230813043e-05
"1103",3,"grand",2.58317834263278e-05
"1104",4,"grand",5.86097761106553e-05
"1105",5,"grand",0.00159550220331257
"1106",6,"grand",1.35479325854875e-05
"1107",7,"grand",3.87867504460476e-05
"1108",8,"grand",8.37380673254062e-05
"1109",9,"grand",4.96228662167527e-05
"1110",10,"grand",0.000734637434818934
"1111",11,"grand",4.16805601867289e-05
"1112",12,"grand",2.72985367984276e-05
"1113",13,"grand",7.08616780045352e-05
"1114",14,"grand",0.00197353146041328
"1115",15,"grand",0.000130143631243936
"1116",16,"grand",4.47988531493594e-05
"1117",17,"grand",6.29247420085578e-05
"1118",18,"grand",4.20662964832576e-05
"1119",19,"grand",3.99329127066528e-05
"1120",20,"grand",0.000428983698619453
"1121",21,"grand",0.00373403999036377
"1122",22,"grand",9.51275660660946e-06
"1123",23,"grand",0.00244244534726253
"1124",24,"grand",3.64936865922195e-05
"1125",25,"grand",5.78302105019663e-05
"1126",26,"grand",4.77281405116457e-05
"1127",27,"grand",1.79849645696198e-05
"1128",28,"grand",6.20655412115193e-05
"1129",29,"grand",2.22756838634946e-05
"1130",30,"grand",7.21917412647994e-05
"1131",31,"grand",5.6554688383667e-05
"1132",32,"grand",2.85534806692936e-05
"1133",33,"grand",6.34437254155564e-05
"1134",34,"grand",1.7342443897194e-05
"1135",35,"grand",7.18803910293272e-05
"1136",36,"grand",3.63874536059966e-05
"1137",37,"grand",4.10981423639652e-05
"1138",38,"grand",9.98801438274072e-05
"1139",39,"grand",7.52898659840385e-05
"1140",40,"grand",2.36283729502387e-05
"1141",41,"grand",0.000915351756603609
"1142",42,"grand",3.23603650249175e-05
"1143",43,"grand",6.23752495009981e-05
"1144",44,"grand",0.00729787559223598
"1145",45,"grand",3.6440492675461e-05
"1146",46,"grand",5.67794685441744e-05
"1147",47,"grand",4.7523999619808e-05
"1148",48,"grand",5.58596804826276e-05
"1149",49,"grand",0.000756702219659844
"1150",50,"grand",3.19877167167808e-05
"1151",1,"help",3.39420270178535e-05
"1152",2,"help",0.00181546347714652
"1153",3,"help",2.58317834263278e-05
"1154",4,"help",0.000644707537217208
"1155",5,"help",7.59762953958366e-05
"1156",6,"help",0.00109738253942448
"1157",7,"help",0.00314172678612986
"1158",8,"help",0.00175849941383353
"1159",9,"help",4.96228662167527e-05
"1160",10,"help",0.00217510299328743
"1161",11,"help",4.16805601867289e-05
"1162",12,"help",0.000300283904782704
"1163",13,"help",7.08616780045352e-05
"1164",14,"help",3.86966953022212e-05
"1165",15,"help",1.18312392039942e-05
"1166",16,"help",0.00362870710509811
"1167",17,"help",6.29247420085578e-05
"1168",18,"help",0.00509002187447417
"1169",19,"help",3.99329127066528e-05
"1170",20,"help",3.89985180563139e-05
"1171",21,"help",0.00373403999036377
"1172",22,"help",0.00429025322958087
"1173",23,"help",2.41826272006191e-05
"1174",24,"help",3.64936865922195e-05
"1175",25,"help",5.78302105019663e-05
"1176",26,"help",4.77281405116457e-05
"1177",27,"help",0.0019963310672278
"1178",28,"help",0.00440665342601788
"1179",29,"help",2.22756838634946e-05
"1180",30,"help",7.21917412647994e-05
"1181",31,"help",5.6554688383667e-05
"1182",32,"help",2.85534806692936e-05
"1183",33,"help",6.34437254155564e-05
"1184",34,"help",1.7342443897194e-05
"1185",35,"help",7.18803910293272e-05
"1186",36,"help",3.63874536059966e-05
"1187",37,"help",0.00332894953148118
"1188",38,"help",0.00209748302037555
"1189",39,"help",0.000828188525824424
"1190",40,"help",2.36283729502387e-05
"1191",41,"help",4.35881788858861e-05
"1192",42,"help",0.00423920781826419
"1193",43,"help",6.23752495009981e-05
"1194",44,"help",0.000420296500076418
"1195",45,"help",3.6440492675461e-05
"1196",46,"help",5.67794685441744e-05
"1197",47,"help",4.7523999619808e-05
"1198",48,"help",5.58596804826276e-05
"1199",49,"help",0.000396367829345633
"1200",50,"help",3.19877167167808e-05
"1201",1,"hide",3.39420270178535e-05
"1202",2,"hide",3.55973230813043e-05
"1203",3,"hide",0.00235069229179583
"1204",4,"hide",0.00240300082053687
"1205",5,"hide",0.00159550220331257
"1206",6,"hide",1.35479325854875e-05
