"document","topic","gamma"
"1989:BornontheFourthofJuly",19,0
"1989:BornontheFourthofJuly",20,0
"1989:BornontheFourthofJuly",21,0
"1989:BornontheFourthofJuly",22,0.008
"1989:BornontheFourthofJuly",23,0.03
"1989:BornontheFourthofJuly",24,0.007
"1989:BornontheFourthofJuly",25,0
"1989:BornontheFourthofJuly",26,0
"1989:BornontheFourthofJuly",27,0.001
"1989:BornontheFourthofJuly",28,0
"1989:BornontheFourthofJuly",29,0
"1989:BornontheFourthofJuly",30,0.01
"1989:BornontheFourthofJuly",31,0
"1989:BornontheFourthofJuly",32,0.004
"1989:BornontheFourthofJuly",33,0.025
"1989:BornontheFourthofJuly",34,0
"1989:BornontheFourthofJuly",35,0.076
"1989:BornontheFourthofJuly",36,0
"1989:BornontheFourthofJuly",37,0
"1989:BornontheFourthofJuly",38,0
"1989:BornontheFourthofJuly",39,0.034
"1989:BornontheFourthofJuly",40,0.151
"1989:BornontheFourthofJuly",41,0.045
"1989:BornontheFourthofJuly",42,0
"1989:BornontheFourthofJuly",43,0.008
"1989:BornontheFourthofJuly",44,0
"1989:BornontheFourthofJuly",45,0.011
"1989:BornontheFourthofJuly",46,0
"1989:BornontheFourthofJuly",47,0.025
"1989:BornontheFourthofJuly",48,0.104
"1989:BornontheFourthofJuly",49,0.002
"1989:BornontheFourthofJuly",50,0.23
"1989:DeadPoetsSociety",1,0.002
"1989:DeadPoetsSociety",2,0
"1989:DeadPoetsSociety",3,0.006
"1989:DeadPoetsSociety",4,0.045
"1989:DeadPoetsSociety",5,0
"1989:DeadPoetsSociety",6,0
"1989:DeadPoetsSociety",7,0.011
"1989:DeadPoetsSociety",8,0
"1989:DeadPoetsSociety",9,0.071
"1989:DeadPoetsSociety",10,0
"1989:DeadPoetsSociety",11,0.032
"1989:DeadPoetsSociety",12,0
"1989:DeadPoetsSociety",13,0
"1989:DeadPoetsSociety",14,0.144
"1989:DeadPoetsSociety",15,0.006
"1989:DeadPoetsSociety",16,0
"1989:DeadPoetsSociety",17,0.013
"1989:DeadPoetsSociety",18,0.323
"1989:DeadPoetsSociety",19,0.089
"1989:DeadPoetsSociety",20,0
"1989:DeadPoetsSociety",21,0
"1989:DeadPoetsSociety",22,0.067
"1989:DeadPoetsSociety",23,0.003
"1989:DeadPoetsSociety",24,0
"1989:DeadPoetsSociety",25,0.001
"1989:DeadPoetsSociety",26,0
"1989:DeadPoetsSociety",27,0
"1989:DeadPoetsSociety",28,0.015
"1989:DeadPoetsSociety",29,0.001
"1989:DeadPoetsSociety",30,0
"1989:DeadPoetsSociety",31,0
"1989:DeadPoetsSociety",32,0
"1989:DeadPoetsSociety",33,0
"1989:DeadPoetsSociety",34,0
"1989:DeadPoetsSociety",35,0.008
"1989:DeadPoetsSociety",36,0
"1989:DeadPoetsSociety",37,0
"1989:DeadPoetsSociety",38,0.002
"1989:DeadPoetsSociety",39,0
"1989:DeadPoetsSociety",40,0
"1989:DeadPoetsSociety",41,0
"1989:DeadPoetsSociety",42,0
"1989:DeadPoetsSociety",43,0.001
"1989:DeadPoetsSociety",44,0
"1989:DeadPoetsSociety",45,0.056
"1989:DeadPoetsSociety",46,0.001
"1989:DeadPoetsSociety",47,0
"1989:DeadPoetsSociety",48,0.007
"1989:DeadPoetsSociety",49,0
"1989:DeadPoetsSociety",50,0.096
"1989:DrivingMissDaisy",1,0.002
"1989:DrivingMissDaisy",2,0.075
"1989:DrivingMissDaisy",3,0.121
"1989:DrivingMissDaisy",4,0.036
"1989:DrivingMissDaisy",5,0
"1989:DrivingMissDaisy",6,0
"1989:DrivingMissDaisy",7,0
"1989:DrivingMissDaisy",8,0.016
"1989:DrivingMissDaisy",9,0
"1989:DrivingMissDaisy",10,0
"1989:DrivingMissDaisy",11,0.02
"1989:DrivingMissDaisy",12,0
"1989:DrivingMissDaisy",13,0
"1989:DrivingMissDaisy",14,0.04
"1989:DrivingMissDaisy",15,0
"1989:DrivingMissDaisy",16,0
"1989:DrivingMissDaisy",17,0
"1989:DrivingMissDaisy",18,0
"1989:DrivingMissDaisy",19,0.001
"1989:DrivingMissDaisy",20,0
"1989:DrivingMissDaisy",21,0
"1989:DrivingMissDaisy",22,0.004
"1989:DrivingMissDaisy",23,0
"1989:DrivingMissDaisy",24,0.141
"1989:DrivingMissDaisy",25,0
"1989:DrivingMissDaisy",26,0
"1989:DrivingMissDaisy",27,0.006
"1989:DrivingMissDaisy",28,0
"1989:DrivingMissDaisy",29,0
"1989:DrivingMissDaisy",30,0.074
"1989:DrivingMissDaisy",31,0.01
"1989:DrivingMissDaisy",32,0
"1989:DrivingMissDaisy",33,0.004
"1989:DrivingMissDaisy",34,0
"1989:DrivingMissDaisy",35,0.016
"1989:DrivingMissDaisy",36,0
"1989:DrivingMissDaisy",37,0
"1989:DrivingMissDaisy",38,0
"1989:DrivingMissDaisy",39,0.014
"1989:DrivingMissDaisy",40,0
"1989:DrivingMissDaisy",41,0
"1989:DrivingMissDaisy",42,0.029
"1989:DrivingMissDaisy",43,0.148
"1989:DrivingMissDaisy",44,0
"1989:DrivingMissDaisy",45,0.078
"1989:DrivingMissDaisy",46,0
"1989:DrivingMissDaisy",47,0.164
"1989:DrivingMissDaisy",48,0
"1989:DrivingMissDaisy",49,0
"1989:DrivingMissDaisy",50,0
"1989:FieldofDreams",1,0.002
"1989:FieldofDreams",2,0.045
"1989:FieldofDreams",3,0
"1989:FieldofDreams",4,0.039
"1989:FieldofDreams",5,0
"1989:FieldofDreams",6,0
"1989:FieldofDreams",7,0
"1989:FieldofDreams",8,0.009
"1989:FieldofDreams",9,0.058
"1989:FieldofDreams",10,0.012
"1989:FieldofDreams",11,0.083
"1989:FieldofDreams",12,0.001
"1989:FieldofDreams",13,0
"1989:FieldofDreams",14,0.099
"1989:FieldofDreams",15,0.008
"1989:FieldofDreams",16,0
"1989:FieldofDreams",17,0
"1989:FieldofDreams",18,0.006
"1989:FieldofDreams",19,0
"1989:FieldofDreams",20,0
"1989:FieldofDreams",21,0
"1989:FieldofDreams",22,0.039
"1989:FieldofDreams",23,0
"1989:FieldofDreams",24,0.067
"1989:FieldofDreams",25,0
"1989:FieldofDreams",26,0
"1989:FieldofDreams",27,0
"1989:FieldofDreams",28,0
"1989:FieldofDreams",29,0
"1989:FieldofDreams",30,0
"1989:FieldofDreams",31,0.003
"1989:FieldofDreams",32,0
"1989:FieldofDreams",33,0.007
"1989:FieldofDreams",34,0
"1989:FieldofDreams",35,0.272
"1989:FieldofDreams",36,0
"1989:FieldofDreams",37,0
"1989:FieldofDreams",38,0
"1989:FieldofDreams",39,0.004
"1989:FieldofDreams",40,0
"1989:FieldofDreams",41,0.012
"1989:FieldofDreams",42,0.013
"1989:FieldofDreams",43,0
"1989:FieldofDreams",44,0
"1989:FieldofDreams",45,0.122
"1989:FieldofDreams",46,0
"1989:FieldofDreams",47,0
"1989:FieldofDreams",48,0.01
"1989:FieldofDreams",49,0.001
"1989:FieldofDreams",50,0.086
"1989:MyLeftFoot",1,0
"1989:MyLeftFoot",2,0
"1989:MyLeftFoot",3,0.004
"1989:MyLeftFoot",4,0
"1989:MyLeftFoot",5,0
"1989:MyLeftFoot",6,0
"1989:MyLeftFoot",7,0.093
"1989:MyLeftFoot",8,0
"1989:MyLeftFoot",9,0
"1989:MyLeftFoot",10,0
"1989:MyLeftFoot",11,0.085
"1989:MyLeftFoot",12,0
"1989:MyLeftFoot",13,0
"1989:MyLeftFoot",14,0
"1989:MyLeftFoot",15,0.232
"1989:MyLeftFoot",16,0
"1989:MyLeftFoot",17,0.001
"1989:MyLeftFoot",18,0
"1989:MyLeftFoot",19,0
"1989:MyLeftFoot",20,0.014
"1989:MyLeftFoot",21,0
"1989:MyLeftFoot",22,0.167
"1989:MyLeftFoot",23,0
"1989:MyLeftFoot",24,0.004
"1989:MyLeftFoot",25,0
"1989:MyLeftFoot",26,0
"1989:MyLeftFoot",27,0
"1989:MyLeftFoot",28,0
"1989:MyLeftFoot",29,0
"1989:MyLeftFoot",30,0.044
"1989:MyLeftFoot",31,0
"1989:MyLeftFoot",32,0
"1989:MyLeftFoot",33,0.004
"1989:MyLeftFoot",34,0.01
"1989:MyLeftFoot",35,0.001
"1989:MyLeftFoot",36,0.009
"1989:MyLeftFoot",37,0
"1989:MyLeftFoot",38,0.026
"1989:MyLeftFoot",39,0
"1989:MyLeftFoot",40,0
"1989:MyLeftFoot",41,0.053
"1989:MyLeftFoot",42,0.155
"1989:MyLeftFoot",43,0
"1989:MyLeftFoot",44,0.001
"1989:MyLeftFoot",45,0
"1989:MyLeftFoot",46,0
"1989:MyLeftFoot",47,0.055
"1989:MyLeftFoot",48,0
"1989:MyLeftFoot",49,0
"1989:MyLeftFoot",50,0.039
"1990:Awakenings",1,0
"1990:Awakenings",2,0.001
"1990:Awakenings",3,0.017
"1990:Awakenings",4,0.092
"1990:Awakenings",5,0
"1990:Awakenings",6,0.008
"1990:Awakenings",7,0
"1990:Awakenings",8,0
"1990:Awakenings",9,0
"1990:Awakenings",10,0
"1990:Awakenings",11,0
"1990:Awakenings",12,0
"1990:Awakenings",13,0
"1990:Awakenings",14,0.215
"1990:Awakenings",15,0
"1990:Awakenings",16,0.027
"1990:Awakenings",17,0
"1990:Awakenings",18,0.017
"1990:Awakenings",19,0.007
"1990:Awakenings",20,0
"1990:Awakenings",21,0
"1990:Awakenings",22,0
"1990:Awakenings",23,0
"1990:Awakenings",24,0.008
"1990:Awakenings",25,0
"1990:Awakenings",26,0.013
"1990:Awakenings",27,0
"1990:Awakenings",28,0
"1990:Awakenings",29,0
"1990:Awakenings",30,0
"1990:Awakenings",31,0
"1990:Awakenings",32,0
"1990:Awakenings",33,0.001
"1990:Awakenings",34,0.024
"1990:Awakenings",35,0.019
"1990:Awakenings",36,0.001
"1990:Awakenings",37,0
"1990:Awakenings",38,0
"1990:Awakenings",39,0.002
"1990:Awakenings",40,0
"1990:Awakenings",41,0.219
"1990:Awakenings",42,0
"1990:Awakenings",43,0.088
"1990:Awakenings",44,0
"1990:Awakenings",45,0.14
"1990:Awakenings",46,0
"1990:Awakenings",47,0.016
"1990:Awakenings",48,0
"1990:Awakenings",49,0
"1990:Awakenings",50,0.084
"1990:DanceswithWolves",1,0
"1990:DanceswithWolves",2,0.001
"1990:DanceswithWolves",3,0
"1990:DanceswithWolves",4,0.019
"1990:DanceswithWolves",5,0
"1990:DanceswithWolves",6,0
"1990:DanceswithWolves",7,0
"1990:DanceswithWolves",8,0
"1990:DanceswithWolves",9,0
"1990:DanceswithWolves",10,0
"1990:DanceswithWolves",11,0.008
"1990:DanceswithWolves",12,0
"1990:DanceswithWolves",13,0
"1990:DanceswithWolves",14,0.091
"1990:DanceswithWolves",15,0
"1990:DanceswithWolves",16,0
"1990:DanceswithWolves",17,0.008
"1990:DanceswithWolves",18,0
"1990:DanceswithWolves",19,0
"1990:DanceswithWolves",20,0
"1990:DanceswithWolves",21,0
"1990:DanceswithWolves",22,0.005
"1990:DanceswithWolves",23,0.023
"1990:DanceswithWolves",24,0
"1990:DanceswithWolves",25,0
"1990:DanceswithWolves",26,0
"1990:DanceswithWolves",27,0
"1990:DanceswithWolves",28,0
"1990:DanceswithWolves",29,0
"1990:DanceswithWolves",30,0.01
"1990:DanceswithWolves",31,0
"1990:DanceswithWolves",32,0.604
"1990:DanceswithWolves",33,0
"1990:DanceswithWolves",34,0
"1990:DanceswithWolves",35,0
"1990:DanceswithWolves",36,0
"1990:DanceswithWolves",37,0
"1990:DanceswithWolves",38,0
"1990:DanceswithWolves",39,0
"1990:DanceswithWolves",40,0
"1990:DanceswithWolves",41,0
"1990:DanceswithWolves",42,0
"1990:DanceswithWolves",43,0
"1990:DanceswithWolves",44,0.001
"1990:DanceswithWolves",45,0
"1990:DanceswithWolves",46,0
"1990:DanceswithWolves",47,0
"1990:DanceswithWolves",48,0
"1990:DanceswithWolves",49,0
"1990:DanceswithWolves",50,0.228
"1990:Ghost",1,0
"1990:Ghost",2,0
"1990:Ghost",3,0
"1990:Ghost",4,0.003
"1990:Ghost",5,0
"1990:Ghost",6,0
"1990:Ghost",7,0
"1990:Ghost",8,0.033
"1990:Ghost",9,0.057
"1990:Ghost",10,0
"1990:Ghost",11,0
"1990:Ghost",12,0
"1990:Ghost",13,0.017
"1990:Ghost",14,0.173
"1990:Ghost",15,0
"1990:Ghost",16,0.018
"1990:Ghost",17,0
"1990:Ghost",18,0
"1990:Ghost",19,0.007
"1990:Ghost",20,0
"1990:Ghost",21,0
"1990:Ghost",22,0.006
"1990:Ghost",23,0
"1990:Ghost",24,0
"1990:Ghost",25,0.013
"1990:Ghost",26,0
"1990:Ghost",27,0
"1990:Ghost",28,0
"1990:Ghost",29,0
"1990:Ghost",30,0.047
"1990:Ghost",31,0
"1990:Ghost",32,0
"1990:Ghost",33,0
"1990:Ghost",34,0.003
"1990:Ghost",35,0
"1990:Ghost",36,0
"1990:Ghost",37,0
"1990:Ghost",38,0.004
"1990:Ghost",39,0
"1990:Ghost",40,0
"1990:Ghost",41,0.006
"1990:Ghost",42,0
"1990:Ghost",43,0.061
"1990:Ghost",44,0.128
"1990:Ghost",45,0.101
"1990:Ghost",46,0.005
"1990:Ghost",47,0
"1990:Ghost",48,0
"1990:Ghost",49,0
"1990:Ghost",50,0.316
"1990:TheGodfatherPartIII",1,0.02
"1990:TheGodfatherPartIII",2,0
"1990:TheGodfatherPartIII",3,0.01
"1990:TheGodfatherPartIII",4,0.047
"1990:TheGodfatherPartIII",5,0.001
"1990:TheGodfatherPartIII",6,0.001
"1990:TheGodfatherPartIII",7,0.006
"1990:TheGodfatherPartIII",8,0.013
"1990:TheGodfatherPartIII",9,0
"1990:TheGodfatherPartIII",10,0
"1990:TheGodfatherPartIII",11,0
"1990:TheGodfatherPartIII",12,0
"1990:TheGodfatherPartIII",13,0.012
"1990:TheGodfatherPartIII",14,0.086
"1990:TheGodfatherPartIII",15,0
"1990:TheGodfatherPartIII",16,0.001
"1990:TheGodfatherPartIII",17,0
"1990:TheGodfatherPartIII",18,0
"1990:TheGodfatherPartIII",19,0
"1990:TheGodfatherPartIII",20,0.001
"1990:TheGodfatherPartIII",21,0.001
"1990:TheGodfatherPartIII",22,0.022
"1990:TheGodfatherPartIII",23,0.054
"1990:TheGodfatherPartIII",24,0.034
"1990:TheGodfatherPartIII",25,0.004
"1990:TheGodfatherPartIII",26,0.029
"1990:TheGodfatherPartIII",27,0.061
"1990:TheGodfatherPartIII",28,0
"1990:TheGodfatherPartIII",29,0
"1990:TheGodfatherPartIII",30,0
"1990:TheGodfatherPartIII",31,0.001
"1990:TheGodfatherPartIII",32,0.001
"1990:TheGodfatherPartIII",33,0.13
"1990:TheGodfatherPartIII",34,0
"1990:TheGodfatherPartIII",35,0.07
"1990:TheGodfatherPartIII",36,0
"1990:TheGodfatherPartIII",37,0
"1990:TheGodfatherPartIII",38,0.001
"1990:TheGodfatherPartIII",39,0
"1990:TheGodfatherPartIII",40,0.012
"1990:TheGodfatherPartIII",41,0
"1990:TheGodfatherPartIII",42,0
"1990:TheGodfatherPartIII",43,0.085
"1990:TheGodfatherPartIII",44,0.149
"1990:TheGodfatherPartIII",45,0.053
"1990:TheGodfatherPartIII",46,0.039
"1990:TheGodfatherPartIII",47,0
"1990:TheGodfatherPartIII",48,0
"1990:TheGodfatherPartIII",49,0
"1990:TheGodfatherPartIII",50,0.054
"1991:BeautyandtheBeast",1,0.002
"1991:BeautyandtheBeast",2,0
"1991:BeautyandtheBeast",3,0.1
"1991:BeautyandtheBeast",4,0.021
"1991:BeautyandtheBeast",5,0.001
"1991:BeautyandtheBeast",6,0.284
"1991:BeautyandtheBeast",7,0
"1991:BeautyandtheBeast",8,0
"1991:BeautyandtheBeast",9,0
"1991:BeautyandtheBeast",10,0
"1991:BeautyandtheBeast",11,0
"1991:BeautyandtheBeast",12,0
"1991:BeautyandtheBeast",13,0
"1991:BeautyandtheBeast",14,0.081
"1991:BeautyandtheBeast",15,0.001
"1991:BeautyandtheBeast",16,0.012
"1991:BeautyandtheBeast",17,0.105
"1991:BeautyandtheBeast",18,0
"1991:BeautyandtheBeast",19,0.003
"1991:BeautyandtheBeast",20,0
"1991:BeautyandtheBeast",21,0
"1991:BeautyandtheBeast",22,0.027
"1991:BeautyandtheBeast",23,0
"1991:BeautyandtheBeast",24,0
"1991:BeautyandtheBeast",25,0
"1991:BeautyandtheBeast",26,0
"1991:BeautyandtheBeast",27,0
"1991:BeautyandtheBeast",28,0.001
"1991:BeautyandtheBeast",29,0.001
"1991:BeautyandtheBeast",30,0
"1991:BeautyandtheBeast",31,0
"1991:BeautyandtheBeast",32,0.012
"1991:BeautyandtheBeast",33,0
"1991:BeautyandtheBeast",34,0.007
"1991:BeautyandtheBeast",35,0
"1991:BeautyandtheBeast",36,0
"1991:BeautyandtheBeast",37,0
"1991:BeautyandtheBeast",38,0.056
"1991:BeautyandtheBeast",39,0
"1991:BeautyandtheBeast",40,0.001
"1991:BeautyandtheBeast",41,0
"1991:BeautyandtheBeast",42,0.014
"1991:BeautyandtheBeast",43,0
"1991:BeautyandtheBeast",44,0
"1991:BeautyandtheBeast",45,0
"1991:BeautyandtheBeast",46,0
"1991:BeautyandtheBeast",47,0
"1991:BeautyandtheBeast",48,0.001
"1991:BeautyandtheBeast",49,0
"1991:BeautyandtheBeast",50,0.268
"1991:Bugsy",1,0.023
"1991:Bugsy",2,0
"1991:Bugsy",3,0.001
"1991:Bugsy",4,0.147
"1991:Bugsy",5,0
"1991:Bugsy",6,0.005
"1991:Bugsy",7,0
"1991:Bugsy",8,0.198
"1991:Bugsy",9,0.081
"1991:Bugsy",10,0.004
"1991:Bugsy",11,0.28
"1991:Bugsy",12,0.049
"1991:Bugsy",13,0
"1991:Bugsy",14,0
"1991:Bugsy",15,0
"1991:Bugsy",16,0
"1991:Bugsy",17,0
"1991:Bugsy",18,0
"1991:Bugsy",19,0
"1991:Bugsy",20,0
"1991:Bugsy",21,0
"1991:Bugsy",22,0
"1991:Bugsy",23,0.001
"1991:Bugsy",24,0
"1991:Bugsy",25,0.001
"1991:Bugsy",26,0
"1991:Bugsy",27,0
"1991:Bugsy",28,0.005
"1991:Bugsy",29,0.001
"1991:Bugsy",30,0.023
"1991:Bugsy",31,0
"1991:Bugsy",32,0.002
"1991:Bugsy",33,0.028
"1991:Bugsy",34,0
"1991:Bugsy",35,0.001
"1991:Bugsy",36,0
"1991:Bugsy",37,0
"1991:Bugsy",38,0
"1991:Bugsy",39,0
"1991:Bugsy",40,0
"1991:Bugsy",41,0.003
"1991:Bugsy",42,0.072
"1991:Bugsy",43,0.021
"1991:Bugsy",44,0.02
"1991:Bugsy",45,0
"1991:Bugsy",46,0
"1991:Bugsy",47,0
"1991:Bugsy",48,0
"1991:Bugsy",49,0.026
"1991:Bugsy",50,0.007
"1991:JFK",1,0
"1991:JFK",2,0.009
"1991:JFK",3,0
"1991:JFK",4,0.097
"1991:JFK",5,0
"1991:JFK",6,0
"1991:JFK",7,0.001
"1991:JFK",8,0.005
"1991:JFK",9,0.02
"1991:JFK",10,0.014
"1991:JFK",11,0.038
"1991:JFK",12,0.002
"1991:JFK",13,0.011
"1991:JFK",14,0.037
"1991:JFK",15,0
"1991:JFK",16,0
"1991:JFK",17,0.002
"1991:JFK",18,0
"1991:JFK",19,0.004
"1991:JFK",20,0.001
"1991:JFK",21,0
"1991:JFK",22,0
"1991:JFK",23,0
"1991:JFK",24,0.024
"1991:JFK",25,0.008
"1991:JFK",26,0
"1991:JFK",27,0.019
"1991:JFK",28,0
"1991:JFK",29,0
"1991:JFK",30,0.004
"1991:JFK",31,0.009
"1991:JFK",32,0.004
"1991:JFK",33,0.3
"1991:JFK",34,0
"1991:JFK",35,0
"1991:JFK",36,0
"1991:JFK",37,0
"1991:JFK",38,0
"1991:JFK",39,0.091
"1991:JFK",40,0.022
"1991:JFK",41,0.007
"1991:JFK",42,0
"1991:JFK",43,0
"1991:JFK",44,0.113
"1991:JFK",45,0.038
"1991:JFK",46,0.015
"1991:JFK",47,0.019
"1991:JFK",48,0
"1991:JFK",49,0.072
"1991:JFK",50,0.015
"1991:ThePrinceofTides",1,0
"1991:ThePrinceofTides",2,0.004
"1991:ThePrinceofTides",3,0
"1991:ThePrinceofTides",4,0.157
"1991:ThePrinceofTides",5,0.001
"1991:ThePrinceofTides",6,0
"1991:ThePrinceofTides",7,0
"1991:ThePrinceofTides",8,0
"1991:ThePrinceofTides",9,0.151
"1991:ThePrinceofTides",10,0
"1991:ThePrinceofTides",11,0.094
"1991:ThePrinceofTides",12,0
"1991:ThePrinceofTides",13,0.001
"1991:ThePrinceofTides",14,0
"1991:ThePrinceofTides",15,0
"1991:ThePrinceofTides",16,0.001
"1991:ThePrinceofTides",17,0
"1991:ThePrinceofTides",18,0
"1991:ThePrinceofTides",19,0
"1991:ThePrinceofTides",20,0
"1991:ThePrinceofTides",21,0
"1991:ThePrinceofTides",22,0.147
"1991:ThePrinceofTides",23,0
"1991:ThePrinceofTides",24,0
"1991:ThePrinceofTides",25,0.003
"1991:ThePrinceofTides",26,0.022
"1991:ThePrinceofTides",27,0
"1991:ThePrinceofTides",28,0.002
"1991:ThePrinceofTides",29,0
"1991:ThePrinceofTides",30,0.108
"1991:ThePrinceofTides",31,0
"1991:ThePrinceofTides",32,0
"1991:ThePrinceofTides",33,0
"1991:ThePrinceofTides",34,0
"1991:ThePrinceofTides",35,0.032
"1991:ThePrinceofTides",36,0.001
"1991:ThePrinceofTides",37,0
"1991:ThePrinceofTides",38,0.013
"1991:ThePrinceofTides",39,0.026
"1991:ThePrinceofTides",40,0
"1991:ThePrinceofTides",41,0.028
"1991:ThePrinceofTides",42,0.136
"1991:ThePrinceofTides",43,0
"1991:ThePrinceofTides",44,0
"1991:ThePrinceofTides",45,0.001
"1991:ThePrinceofTides",46,0
"1991:ThePrinceofTides",47,0.001
"1991:ThePrinceofTides",48,0.07
"1991:ThePrinceofTides",49,0.001
"1991:ThePrinceofTides",50,0.001
"1991:TheSilenceoftheLambs",1,0.002
"1991:TheSilenceoftheLambs",2,0.003
"1991:TheSilenceoftheLambs",3,0
"1991:TheSilenceoftheLambs",4,0.026
"1991:TheSilenceoftheLambs",5,0
"1991:TheSilenceoftheLambs",6,0
"1991:TheSilenceoftheLambs",7,0
"1991:TheSilenceoftheLambs",8,0
"1991:TheSilenceoftheLambs",9,0.02
"1991:TheSilenceoftheLambs",10,0.004
"1991:TheSilenceoftheLambs",11,0
"1991:TheSilenceoftheLambs",12,0
"1991:TheSilenceoftheLambs",13,0.008
"1991:TheSilenceoftheLambs",14,0.168
"1991:TheSilenceoftheLambs",15,0.007
"1991:TheSilenceoftheLambs",16,0
"1991:TheSilenceoftheLambs",17,0
"1991:TheSilenceoftheLambs",18,0.017
"1991:TheSilenceoftheLambs",19,0
"1991:TheSilenceoftheLambs",20,0
"1991:TheSilenceoftheLambs",21,0
"1991:TheSilenceoftheLambs",22,0
"1991:TheSilenceoftheLambs",23,0.003
"1991:TheSilenceoftheLambs",24,0.025
"1991:TheSilenceoftheLambs",25,0.158
"1991:TheSilenceoftheLambs",26,0.002
"1991:TheSilenceoftheLambs",27,0.014
"1991:TheSilenceoftheLambs",28,0
"1991:TheSilenceoftheLambs",29,0
"1991:TheSilenceoftheLambs",30,0.008
"1991:TheSilenceoftheLambs",31,0
"1991:TheSilenceoftheLambs",32,0.002
"1991:TheSilenceoftheLambs",33,0.024
"1991:TheSilenceoftheLambs",34,0
"1991:TheSilenceoftheLambs",35,0.002
"1991:TheSilenceoftheLambs",36,0
"1991:TheSilenceoftheLambs",37,0
"1991:TheSilenceoftheLambs",38,0
"1991:TheSilenceoftheLambs",39,0
"1991:TheSilenceoftheLambs",40,0.002
"1991:TheSilenceoftheLambs",41,0.035
"1991:TheSilenceoftheLambs",42,0
"1991:TheSilenceoftheLambs",43,0.004
"1991:TheSilenceoftheLambs",44,0.095
"1991:TheSilenceoftheLambs",45,0.063
"1991:TheSilenceoftheLambs",46,0.019
"1991:TheSilenceoftheLambs",47,0.016
"1991:TheSilenceoftheLambs",48,0
"1991:TheSilenceoftheLambs",49,0.009
"1991:TheSilenceoftheLambs",50,0.264
"1992:AFewGoodMen",1,0
"1992:AFewGoodMen",2,0
"1992:AFewGoodMen",3,0
"1992:AFewGoodMen",4,0.161
"1992:AFewGoodMen",5,0
"1992:AFewGoodMen",6,0
"1992:AFewGoodMen",7,0.013
"1992:AFewGoodMen",8,0
"1992:AFewGoodMen",9,0
"1992:AFewGoodMen",10,0
"1992:AFewGoodMen",11,0.023
"1992:AFewGoodMen",12,0
"1992:AFewGoodMen",13,0
"1992:AFewGoodMen",14,0.02
"1992:AFewGoodMen",15,0
"1992:AFewGoodMen",16,0
"1992:AFewGoodMen",17,0
"1992:AFewGoodMen",18,0.008
"1992:AFewGoodMen",19,0
"1992:AFewGoodMen",20,0
"1992:AFewGoodMen",21,0
"1992:AFewGoodMen",22,0
"1992:AFewGoodMen",23,0.178
"1992:AFewGoodMen",24,0.005
"1992:AFewGoodMen",25,0.006
"1992:AFewGoodMen",26,0
"1992:AFewGoodMen",27,0.008
"1992:AFewGoodMen",28,0
"1992:AFewGoodMen",29,0
"1992:AFewGoodMen",30,0.034
"1992:AFewGoodMen",31,0
"1992:AFewGoodMen",32,0
"1992:AFewGoodMen",33,0.023
"1992:AFewGoodMen",34,0
"1992:AFewGoodMen",35,0.028
"1992:AFewGoodMen",36,0
"1992:AFewGoodMen",37,0
"1992:AFewGoodMen",38,0
"1992:AFewGoodMen",39,0.001
"1992:AFewGoodMen",40,0
"1992:AFewGoodMen",41,0
"1992:AFewGoodMen",42,0
"1992:AFewGoodMen",43,0.013
"1992:AFewGoodMen",44,0.001
"1992:AFewGoodMen",45,0.119
"1992:AFewGoodMen",46,0
"1992:AFewGoodMen",47,0
"1992:AFewGoodMen",48,0.005
"1992:AFewGoodMen",49,0.352
"1992:AFewGoodMen",50,0
"1992:HowardsEnd",1,0
"1992:HowardsEnd",2,0.012
"1992:HowardsEnd",3,0
"1992:HowardsEnd",4,0.273
"1992:HowardsEnd",5,0.003
"1992:HowardsEnd",6,0.001
"1992:HowardsEnd",7,0.001
"1992:HowardsEnd",8,0.048
"1992:HowardsEnd",9,0
"1992:HowardsEnd",10,0
"1992:HowardsEnd",11,0
"1992:HowardsEnd",12,0
"1992:HowardsEnd",13,0
"1992:HowardsEnd",14,0
"1992:HowardsEnd",15,0.088
"1992:HowardsEnd",16,0.001
"1992:HowardsEnd",17,0.02
"1992:HowardsEnd",18,0
"1992:HowardsEnd",19,0
"1992:HowardsEnd",20,0
"1992:HowardsEnd",21,0
"1992:HowardsEnd",22,0.054
"1992:HowardsEnd",23,0
"1992:HowardsEnd",24,0
"1992:HowardsEnd",25,0
"1992:HowardsEnd",26,0
"1992:HowardsEnd",27,0.001
"1992:HowardsEnd",28,0
"1992:HowardsEnd",29,0
"1992:HowardsEnd",30,0
"1992:HowardsEnd",31,0
"1992:HowardsEnd",32,0
"1992:HowardsEnd",33,0
"1992:HowardsEnd",34,0.016
"1992:HowardsEnd",35,0
"1992:HowardsEnd",36,0
"1992:HowardsEnd",37,0
"1992:HowardsEnd",38,0.112
"1992:HowardsEnd",39,0.012
"1992:HowardsEnd",40,0
"1992:HowardsEnd",41,0.003
"1992:HowardsEnd",42,0.329
"1992:HowardsEnd",43,0
"1992:HowardsEnd",44,0.006
"1992:HowardsEnd",45,0.002
"1992:HowardsEnd",46,0
"1992:HowardsEnd",47,0.001
"1992:HowardsEnd",48,0
"1992:HowardsEnd",49,0
"1992:HowardsEnd",50,0.018
"1992:ScentofaWoman",1,0
"1992:ScentofaWoman",2,0
"1992:ScentofaWoman",3,0
