"","document","topic","gamma"
"667","1940:Our Town",17,0.17
"668","1940:Our Town",18,0
"669","1940:Our Town",19,0.056
"670","1940:Our Town",20,0
"671","1940:Our Town",21,0
"672","1940:Our Town",22,0
"673","1940:Our Town",23,0
"674","1940:Our Town",24,0
"675","1940:Our Town",25,0
"676","1940:Our Town",26,0.068
"677","1940:Our Town",27,0
"678","1940:Our Town",28,0
"679","1940:Our Town",29,0
"680","1940:Our Town",30,0
"681","1940:Our Town",31,0
"682","1940:Our Town",32,0.026
"683","1940:Our Town",33,0
"684","1940:Our Town",34,0.35
"685","1940:Our Town",35,0
"686","1940:Our Town",36,0.019
"687","1940:Our Town",37,0.075
"688","1940:Our Town",38,0
"689","1940:Our Town",39,0
"690","1940:Our Town",40,0
"691","1940:Our Town",41,0.003
"692","1940:Our Town",42,0
"693","1940:Our Town",43,0
"694","1940:Our Town",44,0
"695","1940:Our Town",45,0.012
"696","1940:Our Town",46,0.007
"697","1940:Our Town",47,0
"698","1940:Our Town",48,0.007
"699","1940:Our Town",49,0.128
"700","1940:Our Town",50,0.005
"701","1940:Rebecca",1,0.001
"702","1940:Rebecca",2,0.001
"703","1940:Rebecca",3,0.034
"704","1940:Rebecca",4,0.001
"705","1940:Rebecca",5,0.012
"706","1940:Rebecca",6,0.231
"707","1940:Rebecca",7,0.001
"708","1940:Rebecca",8,0.001
"709","1940:Rebecca",9,0.061
"710","1940:Rebecca",10,0.001
"711","1940:Rebecca",11,0.001
"712","1940:Rebecca",12,0.017
"713","1940:Rebecca",13,0.012
"714","1940:Rebecca",14,0.001
"715","1940:Rebecca",15,0.006
"716","1940:Rebecca",16,0.023
"717","1940:Rebecca",17,0.001
"718","1940:Rebecca",18,0.001
"719","1940:Rebecca",19,0.001
"720","1940:Rebecca",20,0.001
"721","1940:Rebecca",21,0.001
"722","1940:Rebecca",22,0.001
"723","1940:Rebecca",23,0.001
"724","1940:Rebecca",24,0.001
"725","1940:Rebecca",25,0.006
"726","1940:Rebecca",26,0.001
"727","1940:Rebecca",27,0.001
"728","1940:Rebecca",28,0.001
"729","1940:Rebecca",29,0.001
"730","1940:Rebecca",30,0.001
"731","1940:Rebecca",31,0.001
"732","1940:Rebecca",32,0.187
"733","1940:Rebecca",33,0.012
"734","1940:Rebecca",34,0.001
"735","1940:Rebecca",35,0.006
"736","1940:Rebecca",36,0.001
"737","1940:Rebecca",37,0.001
"738","1940:Rebecca",38,0.001
"739","1940:Rebecca",39,0.001
"740","1940:Rebecca",40,0.001
"741","1940:Rebecca",41,0.012
"742","1940:Rebecca",42,0.017
"743","1940:Rebecca",43,0.001
"744","1940:Rebecca",44,0.083
"745","1940:Rebecca",45,0.001
"746","1940:Rebecca",46,0.264
"747","1940:Rebecca",47,0.001
"748","1940:Rebecca",48,0.001
"749","1940:Rebecca",49,0.001
"750","1940:Rebecca",50,0.001
"751","1940:The Grapes of Wrath",1,0.001
"752","1940:The Grapes of Wrath",2,0.141
"753","1940:The Grapes of Wrath",3,0.001
"754","1940:The Grapes of Wrath",4,0.001
"755","1940:The Grapes of Wrath",5,0.014
"756","1940:The Grapes of Wrath",6,0.001
"757","1940:The Grapes of Wrath",7,0.001
"758","1940:The Grapes of Wrath",8,0.001
"759","1940:The Grapes of Wrath",9,0.001
"760","1940:The Grapes of Wrath",10,0.154
"761","1940:The Grapes of Wrath",11,0.001
"762","1940:The Grapes of Wrath",12,0.134
"763","1940:The Grapes of Wrath",13,0.041
"764","1940:The Grapes of Wrath",14,0.001
"765","1940:The Grapes of Wrath",15,0.001
"766","1940:The Grapes of Wrath",16,0.001
"767","1940:The Grapes of Wrath",17,0.001
"768","1940:The Grapes of Wrath",18,0.007
"769","1940:The Grapes of Wrath",19,0.001
"770","1940:The Grapes of Wrath",20,0.001
"771","1940:The Grapes of Wrath",21,0.001
"772","1940:The Grapes of Wrath",22,0.001
"773","1940:The Grapes of Wrath",23,0.001
"774","1940:The Grapes of Wrath",24,0.014
"775","1940:The Grapes of Wrath",25,0.001
"776","1940:The Grapes of Wrath",26,0.001
"777","1940:The Grapes of Wrath",27,0.321
"778","1940:The Grapes of Wrath",28,0.001
"779","1940:The Grapes of Wrath",29,0.001
"780","1940:The Grapes of Wrath",30,0.001
"781","1940:The Grapes of Wrath",31,0.001
"782","1940:The Grapes of Wrath",32,0.001
"783","1940:The Grapes of Wrath",33,0.001
"784","1940:The Grapes of Wrath",34,0.134
"785","1940:The Grapes of Wrath",35,0.001
"786","1940:The Grapes of Wrath",36,0.001
"787","1940:The Grapes of Wrath",37,0.001
"788","1940:The Grapes of Wrath",38,0.001
"789","1940:The Grapes of Wrath",39,0.001
"790","1940:The Grapes of Wrath",40,0.001
"791","1940:The Grapes of Wrath",41,0.001
"792","1940:The Grapes of Wrath",42,0.007
"793","1940:The Grapes of Wrath",43,0.001
"794","1940:The Grapes of Wrath",44,0.001
"795","1940:The Grapes of Wrath",45,0.007
"796","1940:The Grapes of Wrath",46,0.001
"797","1940:The Grapes of Wrath",47,0.001
"798","1940:The Grapes of Wrath",48,0.001
"799","1940:The Grapes of Wrath",49,0.001
"800","1940:The Grapes of Wrath",50,0.001
"801","1940:The Great Dictator",1,0
"802","1940:The Great Dictator",2,0.009
"803","1940:The Great Dictator",3,0
"804","1940:The Great Dictator",4,0
"805","1940:The Great Dictator",5,0
"806","1940:The Great Dictator",6,0
"807","1940:The Great Dictator",7,0
"808","1940:The Great Dictator",8,0
"809","1940:The Great Dictator",9,0
"810","1940:The Great Dictator",10,0.274
"811","1940:The Great Dictator",11,0
"812","1940:The Great Dictator",12,0
"813","1940:The Great Dictator",13,0
"814","1940:The Great Dictator",14,0
"815","1940:The Great Dictator",15,0.027
"816","1940:The Great Dictator",16,0.031
"817","1940:The Great Dictator",17,0
"818","1940:The Great Dictator",18,0
"819","1940:The Great Dictator",19,0
"820","1940:The Great Dictator",20,0.048
"821","1940:The Great Dictator",21,0
"822","1940:The Great Dictator",22,0
"823","1940:The Great Dictator",23,0
"824","1940:The Great Dictator",24,0
"825","1940:The Great Dictator",25,0
"826","1940:The Great Dictator",26,0.009
"827","1940:The Great Dictator",27,0
"828","1940:The Great Dictator",28,0
"829","1940:The Great Dictator",29,0.122
"830","1940:The Great Dictator",30,0
"831","1940:The Great Dictator",31,0
"832","1940:The Great Dictator",32,0.005
"833","1940:The Great Dictator",33,0.013
"834","1940:The Great Dictator",34,0
"835","1940:The Great Dictator",35,0
"836","1940:The Great Dictator",36,0
"837","1940:The Great Dictator",37,0
"838","1940:The Great Dictator",38,0
"839","1940:The Great Dictator",39,0
"840","1940:The Great Dictator",40,0.135
"841","1940:The Great Dictator",41,0
"842","1940:The Great Dictator",42,0.144
"843","1940:The Great Dictator",43,0
"844","1940:The Great Dictator",44,0
"845","1940:The Great Dictator",45,0.157
"846","1940:The Great Dictator",46,0.009
"847","1940:The Great Dictator",47,0
"848","1940:The Great Dictator",48,0
"849","1940:The Great Dictator",49,0
"850","1940:The Great Dictator",50,0
"851","1940:The Letter",1,0.017
"852","1940:The Letter",2,0.017
"853","1940:The Letter",3,0.017
"854","1940:The Letter",4,0.017
"855","1940:The Letter",5,0.017
"856","1940:The Letter",6,0.017
"857","1940:The Letter",7,0.017
"858","1940:The Letter",8,0.017
"859","1940:The Letter",9,0.017
"860","1940:The Letter",10,0.017
"861","1940:The Letter",11,0.017
"862","1940:The Letter",12,0.017
"863","1940:The Letter",13,0.017
"864","1940:The Letter",14,0.017
"865","1940:The Letter",15,0.017
"866","1940:The Letter",16,0.017
"867","1940:The Letter",17,0.017
"868","1940:The Letter",18,0.017
"869","1940:The Letter",19,0.017
"870","1940:The Letter",20,0.017
"871","1940:The Letter",21,0.183
"872","1940:The Letter",22,0.017
"873","1940:The Letter",23,0.017
"874","1940:The Letter",24,0.017
"875","1940:The Letter",25,0.017
"876","1940:The Letter",26,0.017
"877","1940:The Letter",27,0.017
"878","1940:The Letter",28,0.017
"879","1940:The Letter",29,0.017
"880","1940:The Letter",30,0.017
"881","1940:The Letter",31,0.017
"882","1940:The Letter",32,0.017
"883","1940:The Letter",33,0.017
"884","1940:The Letter",34,0.017
"885","1940:The Letter",35,0.017
"886","1940:The Letter",36,0.017
"887","1940:The Letter",37,0.017
"888","1940:The Letter",38,0.017
"889","1940:The Letter",39,0.017
"890","1940:The Letter",40,0.017
"891","1940:The Letter",41,0.017
"892","1940:The Letter",42,0.017
"893","1940:The Letter",43,0.017
"894","1940:The Letter",44,0.017
"895","1940:The Letter",45,0.017
"896","1940:The Letter",46,0.017
"897","1940:The Letter",47,0.017
"898","1940:The Letter",48,0.017
"899","1940:The Letter",49,0.017
"900","1940:The Letter",50,0.017
"901","1940:The Long Voyage Home",1,0.017
"902","1940:The Long Voyage Home",2,0.017
"903","1940:The Long Voyage Home",3,0.017
"904","1940:The Long Voyage Home",4,0.017
"905","1940:The Long Voyage Home",5,0.017
"906","1940:The Long Voyage Home",6,0.017
"907","1940:The Long Voyage Home",7,0.017
"908","1940:The Long Voyage Home",8,0.017
"909","1940:The Long Voyage Home",9,0.017
"910","1940:The Long Voyage Home",10,0.017
"911","1940:The Long Voyage Home",11,0.017
"912","1940:The Long Voyage Home",12,0.017
"913","1940:The Long Voyage Home",13,0.017
"914","1940:The Long Voyage Home",14,0.017
"915","1940:The Long Voyage Home",15,0.017
"916","1940:The Long Voyage Home",16,0.017
"917","1940:The Long Voyage Home",17,0.017
"918","1940:The Long Voyage Home",18,0.017
"919","1940:The Long Voyage Home",19,0.017
"920","1940:The Long Voyage Home",20,0.017
"921","1940:The Long Voyage Home",21,0.017
"922","1940:The Long Voyage Home",22,0.017
"923","1940:The Long Voyage Home",23,0.017
"924","1940:The Long Voyage Home",24,0.017
"925","1940:The Long Voyage Home",25,0.017
"926","1940:The Long Voyage Home",26,0.017
"927","1940:The Long Voyage Home",27,0.017
"928","1940:The Long Voyage Home",28,0.017
"929","1940:The Long Voyage Home",29,0.017
"930","1940:The Long Voyage Home",30,0.017
"931","1940:The Long Voyage Home",31,0.017
"932","1940:The Long Voyage Home",32,0.017
"933","1940:The Long Voyage Home",33,0.017
"934","1940:The Long Voyage Home",34,0.017
"935","1940:The Long Voyage Home",35,0.017
"936","1940:The Long Voyage Home",36,0.017
"937","1940:The Long Voyage Home",37,0.017
"938","1940:The Long Voyage Home",38,0.183
"939","1940:The Long Voyage Home",39,0.017
"940","1940:The Long Voyage Home",40,0.017
"941","1940:The Long Voyage Home",41,0.017
"942","1940:The Long Voyage Home",42,0.017
"943","1940:The Long Voyage Home",43,0.017
"944","1940:The Long Voyage Home",44,0.017
"945","1940:The Long Voyage Home",45,0.017
"946","1940:The Long Voyage Home",46,0.017
"947","1940:The Long Voyage Home",47,0.017
"948","1940:The Long Voyage Home",48,0.017
"949","1940:The Long Voyage Home",49,0.017
"950","1940:The Long Voyage Home",50,0.017
"951","1940:The Philadelphia Story",1,0.001
"952","1940:The Philadelphia Story",2,0.011
"953","1940:The Philadelphia Story",3,0.011
"954","1940:The Philadelphia Story",4,0.001
"955","1940:The Philadelphia Story",5,0.001
"956","1940:The Philadelphia Story",6,0.246
"957","1940:The Philadelphia Story",7,0.177
"958","1940:The Philadelphia Story",8,0.011
"959","1940:The Philadelphia Story",9,0.021
"960","1940:The Philadelphia Story",10,0.001
"961","1940:The Philadelphia Story",11,0.001
"962","1940:The Philadelphia Story",12,0.001
"963","1940:The Philadelphia Story",13,0.001
"964","1940:The Philadelphia Story",14,0.03
"965","1940:The Philadelphia Story",15,0.001
"966","1940:The Philadelphia Story",16,0.001
"967","1940:The Philadelphia Story",17,0.03
"968","1940:The Philadelphia Story",18,0.001
"969","1940:The Philadelphia Story",19,0.001
"970","1940:The Philadelphia Story",20,0.001
"971","1940:The Philadelphia Story",21,0.001
"972","1940:The Philadelphia Story",22,0.001
"973","1940:The Philadelphia Story",23,0.001
"974","1940:The Philadelphia Story",24,0.001
"975","1940:The Philadelphia Story",25,0.001
"976","1940:The Philadelphia Story",26,0.001
"977","1940:The Philadelphia Story",27,0.001
"978","1940:The Philadelphia Story",28,0.226
"979","1940:The Philadelphia Story",29,0.001
"980","1940:The Philadelphia Story",30,0.001
"981","1940:The Philadelphia Story",31,0.079
"982","1940:The Philadelphia Story",32,0.001
"983","1940:The Philadelphia Story",33,0.001
"984","1940:The Philadelphia Story",34,0.06
"985","1940:The Philadelphia Story",35,0.001
"986","1940:The Philadelphia Story",36,0.001
"987","1940:The Philadelphia Story",37,0.011
"988","1940:The Philadelphia Story",38,0.001
"989","1940:The Philadelphia Story",39,0.001
"990","1940:The Philadelphia Story",40,0.001
"991","1940:The Philadelphia Story",41,0.001
"992","1940:The Philadelphia Story",42,0.001
"993","1940:The Philadelphia Story",43,0.03
"994","1940:The Philadelphia Story",44,0.011
"995","1940:The Philadelphia Story",45,0.001
"996","1940:The Philadelphia Story",46,0.001
"997","1940:The Philadelphia Story",47,0.011
"998","1940:The Philadelphia Story",48,0.001
"999","1940:The Philadelphia Story",49,0.001
"1000","1940:The Philadelphia Story",50,0.001
"1001","1941:49th Parallel",1,0.001
"1002","1941:49th Parallel",2,0.017
"1003","1941:49th Parallel",3,0.072
"1004","1941:49th Parallel",4,0.001
"1005","1941:49th Parallel",5,0.001
"1006","1941:49th Parallel",6,0.048
"1007","1941:49th Parallel",7,0.033
"1008","1941:49th Parallel",8,0.001
"1009","1941:49th Parallel",9,0.001
"1010","1941:49th Parallel",10,0.104
"1011","1941:49th Parallel",11,0.001
"1012","1941:49th Parallel",12,0.001
"1013","1941:49th Parallel",13,0.001
"1014","1941:49th Parallel",14,0.001
"1015","1941:49th Parallel",15,0.001
"1016","1941:49th Parallel",16,0.001
"1017","1941:49th Parallel",17,0.001
"1018","1941:49th Parallel",18,0.001
"1019","1941:49th Parallel",19,0.001
"1020","1941:49th Parallel",20,0.279
"1021","1941:49th Parallel",21,0.001
"1022","1941:49th Parallel",22,0.017
"1023","1941:49th Parallel",23,0.009
"1024","1941:49th Parallel",24,0.001
"1025","1941:49th Parallel",25,0.017
"1026","1941:49th Parallel",26,0.001
"1027","1941:49th Parallel",27,0.001
"1028","1941:49th Parallel",28,0.001
"1029","1941:49th Parallel",29,0.199
"1030","1941:49th Parallel",30,0.001
"1031","1941:49th Parallel",31,0.001
"1032","1941:49th Parallel",32,0.001
"1033","1941:49th Parallel",33,0.001
"1034","1941:49th Parallel",34,0.001
"1035","1941:49th Parallel",35,0.001
"1036","1941:49th Parallel",36,0.001
"1037","1941:49th Parallel",37,0.001
"1038","1941:49th Parallel",38,0.001
"1039","1941:49th Parallel",39,0.009
"1040","1941:49th Parallel",40,0.001
"1041","1941:49th Parallel",41,0.001
"1042","1941:49th Parallel",42,0.001
"1043","1941:49th Parallel",43,0.001
"1044","1941:49th Parallel",44,0.001
"1045","1941:49th Parallel",45,0.001
"1046","1941:49th Parallel",46,0.001
"1047","1941:49th Parallel",47,0.136
"1048","1941:49th Parallel",48,0.001
"1049","1941:49th Parallel",49,0.001
"1050","1941:49th Parallel",50,0.033
"1051","1941:Blossoms in the Dust",1,0.017
"1052","1941:Blossoms in the Dust",2,0.017
"1053","1941:Blossoms in the Dust",3,0.017
"1054","1941:Blossoms in the Dust",4,0.017
"1055","1941:Blossoms in the Dust",5,0.017
"1056","1941:Blossoms in the Dust",6,0.017
"1057","1941:Blossoms in the Dust",7,0.017
"1058","1941:Blossoms in the Dust",8,0.183
"1059","1941:Blossoms in the Dust",9,0.017
"1060","1941:Blossoms in the Dust",10,0.017
"1061","1941:Blossoms in the Dust",11,0.017
"1062","1941:Blossoms in the Dust",12,0.017
"1063","1941:Blossoms in the Dust",13,0.017
"1064","1941:Blossoms in the Dust",14,0.017
"1065","1941:Blossoms in the Dust",15,0.017
"1066","1941:Blossoms in the Dust",16,0.017
"1067","1941:Blossoms in the Dust",17,0.017
"1068","1941:Blossoms in the Dust",18,0.017
"1069","1941:Blossoms in the Dust",19,0.017
"1070","1941:Blossoms in the Dust",20,0.017
"1071","1941:Blossoms in the Dust",21,0.017
"1072","1941:Blossoms in the Dust",22,0.017
"1073","1941:Blossoms in the Dust",23,0.017
"1074","1941:Blossoms in the Dust",24,0.017
"1075","1941:Blossoms in the Dust",25,0.017
"1076","1941:Blossoms in the Dust",26,0.017
"1077","1941:Blossoms in the Dust",27,0.017
"1078","1941:Blossoms in the Dust",28,0.017
"1079","1941:Blossoms in the Dust",29,0.017
"1080","1941:Blossoms in the Dust",30,0.017
"1081","1941:Blossoms in the Dust",31,0.017
"1082","1941:Blossoms in the Dust",32,0.017
"1083","1941:Blossoms in the Dust",33,0.017
"1084","1941:Blossoms in the Dust",34,0.017
"1085","1941:Blossoms in the Dust",35,0.017
"1086","1941:Blossoms in the Dust",36,0.017
"1087","1941:Blossoms in the Dust",37,0.017
"1088","1941:Blossoms in the Dust",38,0.017
"1089","1941:Blossoms in the Dust",39,0.017
"1090","1941:Blossoms in the Dust",40,0.017
"1091","1941:Blossoms in the Dust",41,0.017
"1092","1941:Blossoms in the Dust",42,0.017
"1093","1941:Blossoms in the Dust",43,0.017
"1094","1941:Blossoms in the Dust",44,0.017
"1095","1941:Blossoms in the Dust",45,0.017
"1096","1941:Blossoms in the Dust",46,0.017
"1097","1941:Blossoms in the Dust",47,0.017
"1098","1941:Blossoms in the Dust",48,0.017
"1099","1941:Blossoms in the Dust",49,0.017
"1100","1941:Blossoms in the Dust",50,0.017
"1101","1941:Citizen Kane",1,0.221
"1102","1941:Citizen Kane",2,0.018
"1103","1941:Citizen Kane",3,0
"1104","1941:Citizen Kane",4,0
"1105","1941:Citizen Kane",5,0
"1106","1941:Citizen Kane",6,0.212
"1107","1941:Citizen Kane",7,0
"1108","1941:Citizen Kane",8,0
"1109","1941:Citizen Kane",9,0
"1110","1941:Citizen Kane",10,0
"1111","1941:Citizen Kane",11,0.015
"1112","1941:Citizen Kane",12,0.033
"1113","1941:Citizen Kane",13,0.003
"1114","1941:Citizen Kane",14,0.051
"1115","1941:Citizen Kane",15,0
"1116","1941:Citizen Kane",16,0.009
"1117","1941:Citizen Kane",17,0
"1118","1941:Citizen Kane",18,0
"1119","1941:Citizen Kane",19,0.006
"1120","1941:Citizen Kane",20,0
"1121","1941:Citizen Kane",21,0
"1122","1941:Citizen Kane",22,0
"1123","1941:Citizen Kane",23,0.009
"1124","1941:Citizen Kane",24,0.018
"1125","1941:Citizen Kane",25,0.045
"1126","1941:Citizen Kane",26,0
"1127","1941:Citizen Kane",27,0.03
"1128","1941:Citizen Kane",28,0
"1129","1941:Citizen Kane",29,0
"1130","1941:Citizen Kane",30,0.009
"1131","1941:Citizen Kane",31,0
"1132","1941:Citizen Kane",32,0.003
"1133","1941:Citizen Kane",33,0
"1134","1941:Citizen Kane",34,0
"1135","1941:Citizen Kane",35,0
"1136","1941:Citizen Kane",36,0
"1137","1941:Citizen Kane",37,0.021
"1138","1941:Citizen Kane",38,0
"1139","1941:Citizen Kane",39,0.018
"1140","1941:Citizen Kane",40,0
"1141","1941:Citizen Kane",41,0
"1142","1941:Citizen Kane",42,0
"1143","1941:Citizen Kane",43,0
"1144","1941:Citizen Kane",44,0
"1145","1941:Citizen Kane",45,0.066
"1146","1941:Citizen Kane",46,0
"1147","1941:Citizen Kane",47,0
"1148","1941:Citizen Kane",48,0.057
"1149","1941:Citizen Kane",49,0.144
"1150","1941:Citizen Kane",50,0
"1151","1941:Here Comes Mr. Jordan",1,0.026
"1152","1941:Here Comes Mr. Jordan",2,0.06
"1153","1941:Here Comes Mr. Jordan",3,0
"1154","1941:Here Comes Mr. Jordan",4,0
"1155","1941:Here Comes Mr. Jordan",5,0
"1156","1941:Here Comes Mr. Jordan",6,0
"1157","1941:Here Comes Mr. Jordan",7,0
"1158","1941:Here Comes Mr. Jordan",8,0
"1159","1941:Here Comes Mr. Jordan",9,0.012
"1160","1941:Here Comes Mr. Jordan",10,0.119
"1161","1941:Here Comes Mr. Jordan",11,0.026
"1162","1941:Here Comes Mr. Jordan",12,0
"1163","1941:Here Comes Mr. Jordan",13,0.108
"1164","1941:Here Comes Mr. Jordan",14,0
"1165","1941:Here Comes Mr. Jordan",15,0
"1166","1941:Here Comes Mr. Jordan",16,0
"1167","1941:Here Comes Mr. Jordan",17,0
"1168","1941:Here Comes Mr. Jordan",18,0
"1169","1941:Here Comes Mr. Jordan",19,0
"1170","1941:Here Comes Mr. Jordan",20,0
"1171","1941:Here Comes Mr. Jordan",21,0
"1172","1941:Here Comes Mr. Jordan",22,0
"1173","1941:Here Comes Mr. Jordan",23,0
"1174","1941:Here Comes Mr. Jordan",24,0
"1175","1941:Here Comes Mr. Jordan",25,0
"1176","1941:Here Comes Mr. Jordan",26,0
"1177","1941:Here Comes Mr. Jordan",27,0.015
"1178","1941:Here Comes Mr. Jordan",28,0
"1179","1941:Here Comes Mr. Jordan",29,0
"1180","1941:Here Comes Mr. Jordan",30,0.008
"1181","1941:Here Comes Mr. Jordan",31,0
"1182","1941:Here Comes Mr. Jordan",32,0
"1183","1941:Here Comes Mr. Jordan",33,0
"1184","1941:Here Comes Mr. Jordan",34,0
"1185","1941:Here Comes Mr. Jordan",35,0
"1186","1941:Here Comes Mr. Jordan",36,0
"1187","1941:Here Comes Mr. Jordan",37,0
"1188","1941:Here Comes Mr. Jordan",38,0.432
"1189","1941:Here Comes Mr. Jordan",39,0
"1190","1941:Here Comes Mr. Jordan",40,0
"1191","1941:Here Comes Mr. Jordan",41,0.082
