"","document","topic","gamma"
"18718","2008:The Hurt Locker",18,0.008
"18719","2008:The Hurt Locker",19,0.001
"18720","2008:The Hurt Locker",20,0
"18721","2008:The Hurt Locker",21,0
"18722","2008:The Hurt Locker",22,0.079
"18723","2008:The Hurt Locker",23,0.034
"18724","2008:The Hurt Locker",24,0
"18725","2008:The Hurt Locker",25,0.015
"18726","2008:The Hurt Locker",26,0.003
"18727","2008:The Hurt Locker",27,0.115
"18728","2008:The Hurt Locker",28,0
"18729","2008:The Hurt Locker",29,0.044
"18730","2008:The Hurt Locker",30,0
"18731","2008:The Hurt Locker",31,0.549
"18732","2008:The Hurt Locker",32,0.018
"18733","2008:The Hurt Locker",33,0
"18734","2008:The Hurt Locker",34,0
"18735","2008:The Hurt Locker",35,0
"18736","2008:The Hurt Locker",36,0
"18737","2008:The Hurt Locker",37,0
"18738","2008:The Hurt Locker",38,0
"18739","2008:The Hurt Locker",39,0
"18740","2008:The Hurt Locker",40,0
"18741","2008:The Hurt Locker",41,0
"18742","2008:The Hurt Locker",42,0.002
"18743","2008:The Hurt Locker",43,0.002
"18744","2008:The Hurt Locker",44,0
"18745","2008:The Hurt Locker",45,0.006
"18746","2008:The Hurt Locker",46,0
"18747","2008:The Hurt Locker",47,0.001
"18748","2008:The Hurt Locker",48,0.003
"18749","2008:The Hurt Locker",49,0
"18750","2008:The Hurt Locker",50,0
"18751","2008:The Reader",1,0.038
"18752","2008:The Reader",2,0
"18753","2008:The Reader",3,0.015
"18754","2008:The Reader",4,0.088
"18755","2008:The Reader",5,0.005
"18756","2008:The Reader",6,0.023
"18757","2008:The Reader",7,0
"18758","2008:The Reader",8,0
"18759","2008:The Reader",9,0
"18760","2008:The Reader",10,0.056
"18761","2008:The Reader",11,0.114
"18762","2008:The Reader",12,0
"18763","2008:The Reader",13,0
"18764","2008:The Reader",14,0.003
"18765","2008:The Reader",15,0.013
"18766","2008:The Reader",16,0
"18767","2008:The Reader",17,0
"18768","2008:The Reader",18,0.222
"18769","2008:The Reader",19,0.003
"18770","2008:The Reader",20,0
"18771","2008:The Reader",21,0.003
"18772","2008:The Reader",22,0.048
"18773","2008:The Reader",23,0.008
"18774","2008:The Reader",24,0
"18775","2008:The Reader",25,0.02
"18776","2008:The Reader",26,0
"18777","2008:The Reader",27,0
"18778","2008:The Reader",28,0
"18779","2008:The Reader",29,0
"18780","2008:The Reader",30,0
"18781","2008:The Reader",31,0.003
"18782","2008:The Reader",32,0.003
"18783","2008:The Reader",33,0
"18784","2008:The Reader",34,0.096
"18785","2008:The Reader",35,0.015
"18786","2008:The Reader",36,0
"18787","2008:The Reader",37,0.013
"18788","2008:The Reader",38,0
"18789","2008:The Reader",39,0
"18790","2008:The Reader",40,0.025
"18791","2008:The Reader",41,0.116
"18792","2008:The Reader",42,0
"18793","2008:The Reader",43,0.013
"18794","2008:The Reader",44,0
"18795","2008:The Reader",45,0
"18796","2008:The Reader",46,0.01
"18797","2008:The Reader",47,0
"18798","2008:The Reader",48,0
"18799","2008:The Reader",49,0.013
"18800","2008:The Reader",50,0.028
"18801","2009:A Serious Man",1,0.031
"18802","2009:A Serious Man",2,0.001
"18803","2009:A Serious Man",3,0.001
"18804","2009:A Serious Man",4,0.013
"18805","2009:A Serious Man",5,0.001
"18806","2009:A Serious Man",6,0.001
"18807","2009:A Serious Man",7,0.007
"18808","2009:A Serious Man",8,0.001
"18809","2009:A Serious Man",9,0.001
"18810","2009:A Serious Man",10,0.001
"18811","2009:A Serious Man",11,0.007
"18812","2009:A Serious Man",12,0.031
"18813","2009:A Serious Man",13,0.001
"18814","2009:A Serious Man",14,0.153
"18815","2009:A Serious Man",15,0.184
"18816","2009:A Serious Man",16,0.001
"18817","2009:A Serious Man",17,0.001
"18818","2009:A Serious Man",18,0.007
"18819","2009:A Serious Man",19,0.001
"18820","2009:A Serious Man",20,0.001
"18821","2009:A Serious Man",21,0.001
"18822","2009:A Serious Man",22,0.092
"18823","2009:A Serious Man",23,0.001
"18824","2009:A Serious Man",24,0.001
"18825","2009:A Serious Man",25,0.001
"18826","2009:A Serious Man",26,0.001
"18827","2009:A Serious Man",27,0.001
"18828","2009:A Serious Man",28,0.049
"18829","2009:A Serious Man",29,0.001
"18830","2009:A Serious Man",30,0.001
"18831","2009:A Serious Man",31,0.001
"18832","2009:A Serious Man",32,0.135
"18833","2009:A Serious Man",33,0.001
"18834","2009:A Serious Man",34,0.001
"18835","2009:A Serious Man",35,0.001
"18836","2009:A Serious Man",36,0.031
"18837","2009:A Serious Man",37,0.171
"18838","2009:A Serious Man",38,0.001
"18839","2009:A Serious Man",39,0.001
"18840","2009:A Serious Man",40,0.037
"18841","2009:A Serious Man",41,0.031
"18842","2009:A Serious Man",42,0.001
"18843","2009:A Serious Man",43,0.001
"18844","2009:A Serious Man",44,0.001
"18845","2009:A Serious Man",45,0.001
"18846","2009:A Serious Man",46,0.001
"18847","2009:A Serious Man",47,0.001
"18848","2009:A Serious Man",48,0.001
"18849","2009:A Serious Man",49,0.001
"18850","2009:A Serious Man",50,0.001
"18851","2009:An Education",1,0
"18852","2009:An Education",2,0
"18853","2009:An Education",3,0
"18854","2009:An Education",4,0
"18855","2009:An Education",5,0.214
"18856","2009:An Education",6,0.151
"18857","2009:An Education",7,0
"18858","2009:An Education",8,0
"18859","2009:An Education",9,0
"18860","2009:An Education",10,0
"18861","2009:An Education",11,0
"18862","2009:An Education",12,0.003
"18863","2009:An Education",13,0
"18864","2009:An Education",14,0
"18865","2009:An Education",15,0.058
"18866","2009:An Education",16,0
"18867","2009:An Education",17,0
"18868","2009:An Education",18,0
"18869","2009:An Education",19,0.024
"18870","2009:An Education",20,0
"18871","2009:An Education",21,0
"18872","2009:An Education",22,0.012
"18873","2009:An Education",23,0.055
"18874","2009:An Education",24,0
"18875","2009:An Education",25,0
"18876","2009:An Education",26,0
"18877","2009:An Education",27,0
"18878","2009:An Education",28,0
"18879","2009:An Education",29,0
"18880","2009:An Education",30,0.003
"18881","2009:An Education",31,0
"18882","2009:An Education",32,0.033
"18883","2009:An Education",33,0
"18884","2009:An Education",34,0.169
"18885","2009:An Education",35,0.076
"18886","2009:An Education",36,0.003
"18887","2009:An Education",37,0.139
"18888","2009:An Education",38,0
"18889","2009:An Education",39,0
"18890","2009:An Education",40,0
"18891","2009:An Education",41,0.033
"18892","2009:An Education",42,0
"18893","2009:An Education",43,0
"18894","2009:An Education",44,0.009
"18895","2009:An Education",45,0
"18896","2009:An Education",46,0.006
"18897","2009:An Education",47,0
"18898","2009:An Education",48,0
"18899","2009:An Education",49,0
"18900","2009:An Education",50,0
"18901","2009:Avatar",1,0
"18902","2009:Avatar",2,0.063
"18903","2009:Avatar",3,0
"18904","2009:Avatar",4,0
"18905","2009:Avatar",5,0
"18906","2009:Avatar",6,0
"18907","2009:Avatar",7,0.003
"18908","2009:Avatar",8,0
"18909","2009:Avatar",9,0
"18910","2009:Avatar",10,0.284
"18911","2009:Avatar",11,0
"18912","2009:Avatar",12,0
"18913","2009:Avatar",13,0
"18914","2009:Avatar",14,0
"18915","2009:Avatar",15,0.068
"18916","2009:Avatar",16,0
"18917","2009:Avatar",17,0
"18918","2009:Avatar",18,0
"18919","2009:Avatar",19,0
"18920","2009:Avatar",20,0
"18921","2009:Avatar",21,0
"18922","2009:Avatar",22,0.007
"18923","2009:Avatar",23,0
"18924","2009:Avatar",24,0
"18925","2009:Avatar",25,0.006
"18926","2009:Avatar",26,0.043
"18927","2009:Avatar",27,0.013
"18928","2009:Avatar",28,0
"18929","2009:Avatar",29,0.115
"18930","2009:Avatar",30,0.005
"18931","2009:Avatar",31,0.064
"18932","2009:Avatar",32,0
"18933","2009:Avatar",33,0
"18934","2009:Avatar",34,0.01
"18935","2009:Avatar",35,0
"18936","2009:Avatar",36,0
"18937","2009:Avatar",37,0
"18938","2009:Avatar",38,0
"18939","2009:Avatar",39,0
"18940","2009:Avatar",40,0
"18941","2009:Avatar",41,0
"18942","2009:Avatar",42,0.249
"18943","2009:Avatar",43,0
"18944","2009:Avatar",44,0
"18945","2009:Avatar",45,0.024
"18946","2009:Avatar",46,0
"18947","2009:Avatar",47,0.04
"18948","2009:Avatar",48,0.001
"18949","2009:Avatar",49,0
"18950","2009:Avatar",50,0
"18951","2009:District 9",1,0
"18952","2009:District 9",2,0
"18953","2009:District 9",3,0
"18954","2009:District 9",4,0
"18955","2009:District 9",5,0
"18956","2009:District 9",6,0
"18957","2009:District 9",7,0
"18958","2009:District 9",8,0
"18959","2009:District 9",9,0
"18960","2009:District 9",10,0.244
"18961","2009:District 9",11,0
"18962","2009:District 9",12,0.057
"18963","2009:District 9",13,0
"18964","2009:District 9",14,0.006
"18965","2009:District 9",15,0
"18966","2009:District 9",16,0
"18967","2009:District 9",17,0
"18968","2009:District 9",18,0
"18969","2009:District 9",19,0.006
"18970","2009:District 9",20,0.006
"18971","2009:District 9",21,0
"18972","2009:District 9",22,0
"18973","2009:District 9",23,0
"18974","2009:District 9",24,0
"18975","2009:District 9",25,0
"18976","2009:District 9",26,0.03
"18977","2009:District 9",27,0.024
"18978","2009:District 9",28,0
"18979","2009:District 9",29,0.063
"18980","2009:District 9",30,0
"18981","2009:District 9",31,0.006
"18982","2009:District 9",32,0.143
"18983","2009:District 9",33,0.015
"18984","2009:District 9",34,0
"18985","2009:District 9",35,0
"18986","2009:District 9",36,0.039
"18987","2009:District 9",37,0
"18988","2009:District 9",38,0.003
"18989","2009:District 9",39,0
"18990","2009:District 9",40,0.027
"18991","2009:District 9",41,0
"18992","2009:District 9",42,0.202
"18993","2009:District 9",43,0.003
"18994","2009:District 9",44,0
"18995","2009:District 9",45,0
"18996","2009:District 9",46,0
"18997","2009:District 9",47,0.113
"18998","2009:District 9",48,0
"18999","2009:District 9",49,0
"19000","2009:District 9",50,0.003
"19001","2009:Inglourious Basterds",1,0.01
"19002","2009:Inglourious Basterds",2,0
"19003","2009:Inglourious Basterds",3,0
"19004","2009:Inglourious Basterds",4,0
"19005","2009:Inglourious Basterds",5,0
"19006","2009:Inglourious Basterds",6,0.002
"19007","2009:Inglourious Basterds",7,0
"19008","2009:Inglourious Basterds",8,0.006
"19009","2009:Inglourious Basterds",9,0
"19010","2009:Inglourious Basterds",10,0.003
"19011","2009:Inglourious Basterds",11,0
"19012","2009:Inglourious Basterds",12,0.003
"19013","2009:Inglourious Basterds",13,0
"19014","2009:Inglourious Basterds",14,0
"19015","2009:Inglourious Basterds",15,0.032
"19016","2009:Inglourious Basterds",16,0
"19017","2009:Inglourious Basterds",17,0
"19018","2009:Inglourious Basterds",18,0
"19019","2009:Inglourious Basterds",19,0
"19020","2009:Inglourious Basterds",20,0.313
"19021","2009:Inglourious Basterds",21,0
"19022","2009:Inglourious Basterds",22,0
"19023","2009:Inglourious Basterds",23,0.008
"19024","2009:Inglourious Basterds",24,0
"19025","2009:Inglourious Basterds",25,0
"19026","2009:Inglourious Basterds",26,0
"19027","2009:Inglourious Basterds",27,0.225
"19028","2009:Inglourious Basterds",28,0
"19029","2009:Inglourious Basterds",29,0.062
"19030","2009:Inglourious Basterds",30,0.004
"19031","2009:Inglourious Basterds",31,0
"19032","2009:Inglourious Basterds",32,0.029
"19033","2009:Inglourious Basterds",33,0
"19034","2009:Inglourious Basterds",34,0
"19035","2009:Inglourious Basterds",35,0
"19036","2009:Inglourious Basterds",36,0
"19037","2009:Inglourious Basterds",37,0
"19038","2009:Inglourious Basterds",38,0
"19039","2009:Inglourious Basterds",39,0
"19040","2009:Inglourious Basterds",40,0.13
"19041","2009:Inglourious Basterds",41,0
"19042","2009:Inglourious Basterds",42,0
"19043","2009:Inglourious Basterds",43,0
"19044","2009:Inglourious Basterds",44,0
"19045","2009:Inglourious Basterds",45,0.022
"19046","2009:Inglourious Basterds",46,0
"19047","2009:Inglourious Basterds",47,0
"19048","2009:Inglourious Basterds",48,0
"19049","2009:Inglourious Basterds",49,0.141
"19050","2009:Inglourious Basterds",50,0.007
"19051","2009:Precious",1,0
"19052","2009:Precious",2,0
"19053","2009:Precious",3,0
"19054","2009:Precious",4,0.002
"19055","2009:Precious",5,0.002
"19056","2009:Precious",6,0
"19057","2009:Precious",7,0.03
"19058","2009:Precious",8,0.003
"19059","2009:Precious",9,0
"19060","2009:Precious",10,0
"19061","2009:Precious",11,0
"19062","2009:Precious",12,0
"19063","2009:Precious",13,0
"19064","2009:Precious",14,0
"19065","2009:Precious",15,0.065
"19066","2009:Precious",16,0.036
"19067","2009:Precious",17,0
"19068","2009:Precious",18,0
"19069","2009:Precious",19,0
"19070","2009:Precious",20,0
"19071","2009:Precious",21,0
"19072","2009:Precious",22,0.183
"19073","2009:Precious",23,0
"19074","2009:Precious",24,0
"19075","2009:Precious",25,0
"19076","2009:Precious",26,0
"19077","2009:Precious",27,0
"19078","2009:Precious",28,0.024
"19079","2009:Precious",29,0
"19080","2009:Precious",30,0.002
"19081","2009:Precious",31,0
"19082","2009:Precious",32,0
"19083","2009:Precious",33,0
"19084","2009:Precious",34,0.102
"19085","2009:Precious",35,0.487
"19086","2009:Precious",36,0.034
"19087","2009:Precious",37,0
"19088","2009:Precious",38,0
"19089","2009:Precious",39,0
"19090","2009:Precious",40,0
"19091","2009:Precious",41,0.009
"19092","2009:Precious",42,0
"19093","2009:Precious",43,0.002
"19094","2009:Precious",44,0
"19095","2009:Precious",45,0.007
"19096","2009:Precious",46,0
"19097","2009:Precious",47,0
"19098","2009:Precious",48,0
"19099","2009:Precious",49,0
"19100","2009:Precious",50,0.007
"19101","2009:The Blind Side",1,0
"19102","2009:The Blind Side",2,0.023
"19103","2009:The Blind Side",3,0.008
"19104","2009:The Blind Side",4,0.183
"19105","2009:The Blind Side",5,0.008
"19106","2009:The Blind Side",6,0
"19107","2009:The Blind Side",7,0.038
"19108","2009:The Blind Side",8,0
"19109","2009:The Blind Side",9,0
"19110","2009:The Blind Side",10,0
"19111","2009:The Blind Side",11,0
"19112","2009:The Blind Side",12,0
"19113","2009:The Blind Side",13,0
"19114","2009:The Blind Side",14,0
"19115","2009:The Blind Side",15,0
"19116","2009:The Blind Side",16,0
"19117","2009:The Blind Side",17,0
"19118","2009:The Blind Side",18,0
"19119","2009:The Blind Side",19,0.008
"19120","2009:The Blind Side",20,0
"19121","2009:The Blind Side",21,0.13
"19122","2009:The Blind Side",22,0.075
"19123","2009:The Blind Side",23,0
"19124","2009:The Blind Side",24,0
"19125","2009:The Blind Side",25,0.004
"19126","2009:The Blind Side",26,0.108
"19127","2009:The Blind Side",27,0
"19128","2009:The Blind Side",28,0
"19129","2009:The Blind Side",29,0
"19130","2009:The Blind Side",30,0
"19131","2009:The Blind Side",31,0
"19132","2009:The Blind Side",32,0
"19133","2009:The Blind Side",33,0.045
"19134","2009:The Blind Side",34,0.145
"19135","2009:The Blind Side",35,0
"19136","2009:The Blind Side",36,0
"19137","2009:The Blind Side",37,0.093
"19138","2009:The Blind Side",38,0
"19139","2009:The Blind Side",39,0
"19140","2009:The Blind Side",40,0
"19141","2009:The Blind Side",41,0
"19142","2009:The Blind Side",42,0
"19143","2009:The Blind Side",43,0
"19144","2009:The Blind Side",44,0.03
"19145","2009:The Blind Side",45,0.086
"19146","2009:The Blind Side",46,0
"19147","2009:The Blind Side",47,0.004
"19148","2009:The Blind Side",48,0
"19149","2009:The Blind Side",49,0
"19150","2009:The Blind Side",50,0
"19151","2009:Up",1,0.039
"19152","2009:Up",2,0
"19153","2009:Up",3,0
"19154","2009:Up",4,0
"19155","2009:Up",5,0
"19156","2009:Up",6,0
"19157","2009:Up",7,0.05
"19158","2009:Up",8,0
"19159","2009:Up",9,0
"19160","2009:Up",10,0.255
"19161","2009:Up",11,0
"19162","2009:Up",12,0
"19163","2009:Up",13,0.009
"19164","2009:Up",14,0
"19165","2009:Up",15,0.294
"19166","2009:Up",16,0.039
"19167","2009:Up",17,0
"19168","2009:Up",18,0.005
"19169","2009:Up",19,0.011
"19170","2009:Up",20,0
"19171","2009:Up",21,0
"19172","2009:Up",22,0.037
"19173","2009:Up",23,0.005
"19174","2009:Up",24,0
"19175","2009:Up",25,0
"19176","2009:Up",26,0.002
"19177","2009:Up",27,0
"19178","2009:Up",28,0
"19179","2009:Up",29,0
"19180","2009:Up",30,0
"19181","2009:Up",31,0.009
"19182","2009:Up",32,0.105
"19183","2009:Up",33,0
"19184","2009:Up",34,0.037
"19185","2009:Up",35,0
"19186","2009:Up",36,0
"19187","2009:Up",37,0
"19188","2009:Up",38,0
"19189","2009:Up",39,0
"19190","2009:Up",40,0
"19191","2009:Up",41,0.02
"19192","2009:Up",42,0.037
"19193","2009:Up",43,0
"19194","2009:Up",44,0
"19195","2009:Up",45,0.007
"19196","2009:Up",46,0
"19197","2009:Up",47,0
"19198","2009:Up",48,0.033
"19199","2009:Up",49,0
"19200","2009:Up",50,0
"19201","2009:Up in the Air",1,0
"19202","2009:Up in the Air",2,0
"19203","2009:Up in the Air",3,0
"19204","2009:Up in the Air",4,0
"19205","2009:Up in the Air",5,0
"19206","2009:Up in the Air",6,0.055
"19207","2009:Up in the Air",7,0
"19208","2009:Up in the Air",8,0.164
"19209","2009:Up in the Air",9,0.025
"19210","2009:Up in the Air",10,0.007
"19211","2009:Up in the Air",11,0
"19212","2009:Up in the Air",12,0.003
"19213","2009:Up in the Air",13,0
"19214","2009:Up in the Air",14,0.011
"19215","2009:Up in the Air",15,0.128
"19216","2009:Up in the Air",16,0.015
"19217","2009:Up in the Air",17,0.005
"19218","2009:Up in the Air",18,0
"19219","2009:Up in the Air",19,0
"19220","2009:Up in the Air",20,0.002
"19221","2009:Up in the Air",21,0
"19222","2009:Up in the Air",22,0.191
"19223","2009:Up in the Air",23,0.061
"19224","2009:Up in the Air",24,0
"19225","2009:Up in the Air",25,0.007
"19226","2009:Up in the Air",26,0.008
"19227","2009:Up in the Air",27,0
"19228","2009:Up in the Air",28,0.001
"19229","2009:Up in the Air",29,0
"19230","2009:Up in the Air",30,0.01
"19231","2009:Up in the Air",31,0
"19232","2009:Up in the Air",32,0
"19233","2009:Up in the Air",33,0
"19234","2009:Up in the Air",34,0.004
"19235","2009:Up in the Air",35,0
"19236","2009:Up in the Air",36,0.005
"19237","2009:Up in the Air",37,0.01
"19238","2009:Up in the Air",38,0
"19239","2009:Up in the Air",39,0
"19240","2009:Up in the Air",40,0.215
"19241","2009:Up in the Air",41,0
"19242","2009:Up in the Air",42,0.062
"19243","2009:Up in the Air",43,0.001
"19244","2009:Up in the Air",44,0
"19245","2009:Up in the Air",45,0
"19246","2009:Up in the Air",46,0
"19247","2009:Up in the Air",47,0
"19248","2009:Up in the Air",48,0
"19249","2009:Up in the Air",49,0.007
"19250","2009:Up in the Air",50,0
"19251","2010:127 Hours",1,0.017
"19252","2010:127 Hours",2,0.017
"19253","2010:127 Hours",3,0.017
"19254","2010:127 Hours",4,0.017
"19255","2010:127 Hours",5,0.017
"19256","2010:127 Hours",6,0.017
"19257","2010:127 Hours",7,0.017
"19258","2010:127 Hours",8,0.017
"19259","2010:127 Hours",9,0.017
"19260","2010:127 Hours",10,0.017
"19261","2010:127 Hours",11,0.017
"19262","2010:127 Hours",12,0.017
"19263","2010:127 Hours",13,0.017
"19264","2010:127 Hours",14,0.017
"19265","2010:127 Hours",15,0.017
"19266","2010:127 Hours",16,0.017
"19267","2010:127 Hours",17,0.017
"19268","2010:127 Hours",18,0.017
"19269","2010:127 Hours",19,0.017
"19270","2010:127 Hours",20,0.017
"19271","2010:127 Hours",21,0.183
"19272","2010:127 Hours",22,0.017
"19273","2010:127 Hours",23,0.017
"19274","2010:127 Hours",24,0.017
"19275","2010:127 Hours",25,0.017
