"","document","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","...52"
"213","1976:Network",0.001,0.001,0.001,0.001,0.001,0.116,0.013,0.001,0.001,0.019,0.001,0.001,0.007,0.007,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.123,0.068,0.001,0.031,0.001,0.001,0.013,0.043,0.013,0.001,0.074,0.025,0.001,0.001,0.049,0.001,0.001,0.001,0.165,0.001,0.092,0.001,0.001,0.098,0.001,0.001,0.001,0.025,0.001,16
"214","1976:Rocky",0.008,0.048,0,0.013,0,0,0,0,0,0,0.004,0,0.221,0,0.184,0.051,0,0,0.009,0,0,0.364,0.056,0,0,0.001,0.003,0,0,0,0,0,0.001,0.017,0,0,0,0.003,0,0,0,0.006,0.003,0,0,0.004,0,0,0,0,1
"215","1976:Taxi Driver",0,0.005,0.019,0,0,0,0,0,0,0.068,0,0,0,0,0.008,0.115,0,0,0,0,0,0.11,0.128,0,0,0.003,0.193,0.005,0,0,0,0.084,0,0,0,0,0,0,0,0,0.063,0,0,0.005,0.144,0.003,0,0,0.026,0.011,6
"216","1977:Annie Hall",0.001,0.001,0.001,0.001,0.001,0.343,0.001,0.001,0.001,0.01,0.019,0.001,0.001,0.091,0.001,0.001,0.01,0.001,0.001,0.001,0.001,0.082,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.028,0.001,0.001,0.019,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,0.055,0.001,0.199,0.001,0.001,0.001,0.1,0.001,17
"217","1977:Julia",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"218","1977:Star Wars: Episode IV - A New Hope",0,0,0.008,0,0,0,0.007,0,0.001,0.221,0.009,0.002,0,0,0.04,0.001,0,0.01,0.005,0,0,0,0,0.02,0.378,0.003,0.038,0,0.049,0,0.003,0.001,0,0,0,0,0.001,0,0.005,0,0.01,0.075,0.003,0,0,0,0.107,0,0,0,8
"219","1977:The Goodbye Girl",0.002,0.002,0.002,0.002,0.002,0.447,0.069,0.002,0.002,0.024,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.047,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.024,0.002,0.002,0.002,0.002,0.002,0.024,0.002,0.002,0.002,0.091,0.002,0.002,0.18,0.002,17
"220","1977:The Turning Point",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,2
"221","1978:An Unmarried Woman",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"222","1978:Coming Home",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"223","1978:Heaven Can Wait",0.005,0.12,0.008,0,0,0.09,0,0,0,0.016,0,0.008,0,0,0.141,0,0,0.003,0.057,0.003,0,0,0,0.005,0,0.062,0,0,0,0,0,0,0,0.01,0,0,0,0.458,0,0.003,0,0,0,0.003,0,0,0,0,0,0,2
"224","1978:Midnight Express",0,0,0.087,0.002,0,0,0.071,0,0,0,0.116,0,0,0,0.072,0.015,0,0.269,0,0,0.002,0,0.003,0.065,0.063,0,0.071,0.005,0.003,0,0,0.003,0.005,0,0,0,0,0,0.002,0.08,0.002,0.002,0,0,0,0,0,0,0.024,0.035,2
"225","1978:The Deer Hunter",0,0.008,0,0.025,0.003,0.003,0,0,0,0.103,0.003,0,0.01,0.076,0.01,0.003,0.005,0.033,0.043,0,0,0,0.093,0,0,0,0.241,0.121,0.071,0,0.003,0,0,0.035,0,0.005,0.003,0,0.051,0,0,0,0.005,0,0,0,0,0,0,0.04,6
"226","1979:All That Jazz",0.009,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.009,0.001,0.001,0.001,0.001,0.001,0.001,0.153,0.001,0.001,0.001,0.001,0.001,0.043,0.001,0.001,0.069,0.001,0.001,0.001,0.009,0.035,0.001,0.179,0.001,0.001,0.001,0.001,0.001,0.103,0.001,0.001,0.043,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.314,0.001,19
"227","1979:Apocalypse Now",0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0.003,0.077,0,0,0,0,0,0.08,0.005,0,0.005,0.397,0.015,0,0.065,0,0,0.018,0,0,0,0.003,0.023,0,0.003,0.003,0.092,0,0,0.104,0,0.003,0.01,5
"228","1979:Breaking Away",0.003,0.07,0,0.106,0,0.089,0,0,0.014,0,0,0.003,0,0.05,0.05,0,0,0,0.031,0.003,0,0.098,0.103,0,0,0.062,0,0,0,0,0,0,0,0.009,0,0,0.145,0,0,0.003,0,0,0,0,0,0,0,0.14,0.011,0,11
"229","1979:Kramer vs. Kramer",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.148,0.001,0.001,0.001,0.007,0.041,0.001,0.007,0.001,0.001,0.001,0.007,0.007,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.014,0.296,0.007,0.289,0.001,0.001,0.001,0.001,0.034,0.068,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.048,0.001,13
"230","1979:Norma Rae",0,0,0.005,0,0,0,0.026,0,0.03,0,0,0,0,0,0.279,0,0.008,0,0.009,0,0,0.122,0.119,0,0.002,0,0,0.048,0,0,0,0,0,0.072,0,0.18,0,0,0,0.03,0.053,0,0,0,0,0.008,0,0.002,0,0.003,12
"231","1979:Tess",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"232","1980:Atlantic City, USA",0,0,0.038,0,0,0.116,0,0,0.007,0.027,0,0,0,0,0.1,0.016,0,0,0.005,0.033,0,0.257,0.164,0.133,0,0.005,0.049,0,0,0.002,0.016,0,0,0,0,0.014,0,0,0,0,0,0.005,0,0.007,0,0,0,0,0,0,18
"233","1980:Coal Miner's Daughter",0,0.016,0,0,0.014,0,0,0,0,0.002,0,0,0.031,0.21,0.056,0.017,0,0,0,0,0.002,0.084,0.132,0,0,0,0,0.068,0,0,0,0.001,0,0.237,0,0,0,0,0,0,0.008,0.011,0,0.002,0.003,0,0,0,0,0.102,14
"234","1980:Ordinary People",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"235","1980:Raging Bull",0,0,0,0.003,0,0.259,0.005,0,0,0,0.057,0.08,0.244,0,0.12,0.115,0,0.01,0,0,0,0,0,0.025,0,0,0,0,0.01,0,0,0,0.028,0.005,0,0.003,0,0.003,0,0,0,0,0,0,0,0,0,0.015,0.01,0,17
"236","1980:The Elephant Man",0.001,0.108,0.001,0.001,0.001,0.108,0.001,0.001,0.001,0.032,0.001,0.001,0.001,0.032,0.085,0.008,0.001,0.001,0.001,0.001,0.008,0.001,0.001,0.001,0.001,0.001,0.001,0.032,0.001,0.001,0.001,0.162,0.001,0.001,0.001,0.07,0.001,0.016,0.008,0.001,0.008,0.001,0.001,0.078,0.001,0.116,0.008,0.001,0.093,0.001,13
"237","1981:Chariots of Fire",0.063,0.001,0.001,0.001,0.001,0.016,0.161,0.001,0.001,0.001,0.011,0.006,0.001,0.001,0.011,0.001,0.001,0.037,0.001,0.001,0.001,0.001,0.001,0.001,0.047,0.001,0.001,0.001,0.083,0.006,0.001,0.001,0.001,0.032,0.001,0.006,0.026,0.006,0.001,0.001,0.001,0.001,0.011,0.037,0.083,0.083,0.001,0.182,0.001,0.078,20
"238","1981:On Golden Pond",0,0.003,0,0.008,0,0.111,0.065,0,0.166,0,0.022,0.073,0,0.006,0.006,0,0,0,0,0,0,0.19,0,0,0.03,0.017,0,0.136,0,0.003,0,0,0,0.054,0,0.017,0.044,0,0,0,0.027,0,0,0.014,0,0,0,0,0,0,1
"239","1981:Raiders of the Lost Ark",0,0,0.004,0,0,0,0,0,0,0.248,0,0,0.004,0,0.047,0.009,0.007,0.009,0,0.169,0,0,0,0,0.146,0,0.116,0,0.075,0,0,0,0,0,0,0,0.002,0,0.007,0.009,0.028,0,0,0,0.06,0,0.03,0.024,0,0,8
"240","1981:Reds",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"241","1982:E.T. the Extra-Terrestrial",0.003,0.006,0,0.062,0,0.03,0.265,0.003,0,0.139,0,0.133,0,0,0.039,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.074,0.003,0,0,0.047,0.018,0,0,0,0,0.083,0.041,0,0,0.033,0.006,0,0,0,20
"242","1982:Gandhi",0,0,0,0,0,0,0,0,0,0.017,0.056,0,0,0,0,0,0.017,0,0.07,0.011,0,0,0.003,0.025,0,0.014,0.073,0,0.07,0,0,0,0,0.036,0,0,0.034,0,0,0.003,0,0,0,0,0.215,0.187,0,0,0.003,0.156,16
"243","1982:Missing",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"244","1982:The Verdict",0.029,0,0.087,0,0.013,0.01,0,0,0.007,0,0.266,0,0,0.004,0,0.055,0,0,0,0,0.032,0,0,0.016,0,0,0,0.048,0,0.007,0,0,0.292,0,0,0,0,0,0.004,0.087,0.032,0,0,0,0,0,0,0,0,0,7
"245","1982:Tootsie",0.003,0,0,0.22,0.005,0.204,0.041,0,0,0,0.003,0,0,0.002,0,0.047,0.065,0,0,0,0,0.186,0.012,0.002,0,0,0,0,0,0.003,0,0,0.002,0.018,0,0,0,0,0,0.027,0,0,0,0,0.012,0.002,0,0,0.141,0,11
"246","1983:Tender Mercies",0.016,0,0.008,0,0,0.183,0,0,0,0,0,0.044,0.068,0.143,0,0,0,0,0,0,0.052,0.008,0.064,0.004,0,0,0,0,0,0.004,0,0,0,0.207,0,0,0,0,0,0,0.016,0,0,0.159,0,0,0,0,0,0.008,9
"247","1983:Terms of Endearment",0,0,0,0,0.005,0.3,0,0,0.005,0,0.005,0,0,0,0,0,0.009,0,0,0,0,0,0.009,0,0,0,0,0.018,0.005,0.027,0,0.131,0,0.292,0,0,0.118,0,0,0.013,0,0,0.018,0,0,0,0,0,0,0.031,9
"248","1983:The Big Chill",0,0.013,0,0.071,0,0.164,0,0,0,0,0.039,0,0,0,0,0,0.007,0,0,0,0,0.231,0.103,0.01,0,0.01,0,0,0,0.087,0,0.055,0,0,0,0,0.032,0.004,0,0,0,0.02,0,0,0,0.093,0.004,0.007,0,0.042,1
"249","1983:The Dresser",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.016,0.011,0.016,0.001,0.001,0.001,0.011,0.011,0.163,0.001,0.001,0.179,0.032,0.001,0.001,0.001,0.001,0.011,0.001,0.001,0.006,0.001,0.042,0.042,0.053,0.001,0.001,0.001,0.001,0.016,0.001,0.001,0.001,0.126,0.006,0.001,0.001,0.001,0.053,0.011,0.001,0.179,0.001,19
"250","1983:The Right Stuff",0,0.029,0.003,0,0,0,0,0.003,0,0.041,0,0,0,0,0.174,0,0,0,0,0,0,0,0,0.003,0.022,0,0.058,0,0,0,0,0.01,0,0,0,0.007,0,0,0,0,0,0.564,0,0.012,0,0.005,0.01,0.034,0.017,0,15
"251","1984:A Passage to India",0.02,0.001,0.001,0.001,0.001,0.136,0.001,0.001,0.001,0.001,0.078,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.126,0.011,0.001,0.001,0.001,0.049,0.136,0.001,0.001,0.001,0.001,0.001,0.001,0.126,0.011,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.039,0.001,0.184,0.02,0.001,0.001,0.03,2
"252","1984:A Soldier's Story",0,0.004,0,0,0,0,0,0,0.163,0,0,0,0,0.059,0.039,0.008,0,0,0,0.013,0,0.02,0,0,0.001,0.055,0.029,0,0.205,0,0,0,0.001,0,0.021,0.244,0.018,0,0,0.014,0,0,0,0.09,0.001,0,0.009,0,0.001,0,5
"253","1984:Amadeus",0.001,0.001,0.001,0.052,0.001,0.139,0.001,0.001,0.001,0.001,0.026,0.031,0.001,0.154,0.001,0.001,0.001,0.011,0.006,0.001,0.001,0.001,0.031,0.001,0.001,0.001,0.001,0.021,0.001,0.001,0.001,0.185,0.001,0.001,0.001,0.001,0.016,0.006,0.001,0.001,0.001,0.001,0.001,0.088,0.057,0.001,0.001,0.001,0.001,0.159,13
"254","1984:Places in the Heart",0,0.002,0,0,0.003,0,0,0.002,0,0,0,0.003,0,0.036,0.082,0,0.02,0,0,0,0,0,0.074,0.036,0.054,0,0.06,0,0,0,0.006,0,0.217,0.196,0.003,0.057,0.039,0,0,0.006,0,0,0,0.006,0,0,0.002,0,0,0.092,9
"255","1984:The Killing Fields",0.003,0,0.047,0,0,0,0.021,0,0.012,0.206,0,0.047,0,0,0,0,0,0.033,0.079,0.077,0,0.012,0,0,0,0.003,0,0,0.123,0.006,0.033,0,0,0,0,0,0,0,0,0.135,0,0.006,0,0,0.071,0,0,0,0.003,0.074,8
"256","1985:A Room with a View",0.002,0.002,0.002,0.002,0.002,0.308,0.022,0.022,0.002,0.002,0.022,0.043,0.002,0.022,0.002,0.002,0.186,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.022,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.063,0.002,0.206,0.002,0.002,0.002,0.002,0.002,0.002,17
"257","1985:Kiss of the Spider Woman",0,0.05,0.031,0,0,0.12,0.074,0,0,0.01,0.006,0,0,0,0,0,0,0.13,0,0.065,0.003,0,0.046,0.013,0,0,0,0,0,0,0.003,0.059,0,0.176,0.003,0.003,0.022,0,0,0.053,0.093,0.003,0,0.01,0,0,0.019,0,0,0,9
"258","1985:Out of Africa",0.001,0.001,0.018,0.018,0.001,0.194,0.001,0.001,0.001,0.051,0.001,0.001,0.001,0.001,0.026,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.034,0.001,0.001,0.001,0.001,0.253,0.001,0.001,0.068,0.001,0.018,0.001,0.068,0.001,0.001,0.001,0.001,0.051,0.001,0.001,0.001,0.169,9
"259","1985:Prizzi's Honor",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"260","1985:The Color Purple",0,0.031,0.031,0,0,0.06,0,0,0,0.062,0,0,0,0.071,0,0,0,0.009,0,0,0,0,0,0,0.003,0.006,0,0,0,0,0.006,0.006,0,0.432,0,0.04,0,0,0,0,0.088,0,0.006,0,0,0,0,0,0.003,0.136,9
"261","1985:Witness",0.006,0.031,0.346,0.001,0.001,0.016,0.001,0.001,0.001,0.006,0.001,0.001,0.001,0.006,0.001,0.016,0.001,0.001,0.061,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.061,0.001,0.001,0.001,0.001,0.001,0.001,0.011,0.001,0.001,0.016,0.001,0.026,0.001,0.259,0.001,0.001,0.011,0.001,0.001,0.001,0.001,0.001,0.112,22
"262","1986:Children of a Lesser God",0.001,0.014,0.001,0.001,0.001,0.191,0.001,0.001,0.001,0.001,0.007,0.001,0.001,0.001,0.014,0.028,0.001,0.001,0.001,0.001,0.007,0.035,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.191,0.246,0.007,0.001,0.001,0.001,0.144,0.001,0.001,0.007,0.001,0.014,0.001,0.007,0.001,0.001,0.001,0.001,0.062,0.001,13
"263","1986:Hannah and Her Sisters",0.001,0.001,0.001,0.013,0.001,0.228,0.001,0.001,0.001,0.001,0.001,0.001,0.031,0.001,0.013,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.05,0.001,0.019,0.001,0.019,0.001,0.001,0.007,0.019,0.001,0.001,0.001,0.001,0.037,0.001,0.001,0.013,0.001,0.001,0.001,0.013,0.448,0.068,19
"264","1986:Platoon",0.002,0,0.002,0,0,0,0.004,0.004,0.016,0.05,0.009,0,0,0,0.069,0,0,0,0,0,0,0,0,0,0.064,0,0.155,0,0.408,0.016,0,0.067,0,0.011,0.002,0,0,0,0.005,0,0,0.034,0,0.05,0.009,0,0,0.013,0.007,0,5
"265","1986:The Mission",0,0.153,0,0.018,0,0,0,0,0,0.148,0.014,0.009,0,0.009,0,0,0,0,0.081,0,0,0,0,0,0,0,0,0,0.207,0,0,0,0.009,0,0,0,0.005,0,0.009,0,0,0.095,0.005,0,0,0,0,0.005,0.036,0.18,5
"266","1987:Broadcast News",0.119,0.249,0.016,0,0,0.284,0.012,0,0,0,0.008,0.008,0.008,0,0,0,0,0.023,0,0,0,0.066,0,0,0,0,0,0.004,0,0,0,0.012,0,0,0,0.023,0,0,0.035,0,0.004,0.023,0.027,0,0.035,0,0.027,0.004,0,0,17
"267","1987:Fatal Attraction",0.001,0.001,0.126,0.017,0.001,0.083,0.05,0.001,0.001,0.001,0.001,0.017,0.001,0.001,0.104,0.05,0.022,0.001,0.033,0.006,0.006,0.159,0.126,0.001,0.011,0.001,0.104,0.001,0.001,0.001,0.017,0.028,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.006,0.001,0.006,0.001,0.001,0.001,0.006,0.001,0.001,0.006,1
"268","1987:Hope and Glory",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"269","1987:Moonstruck",0,0.042,0.064,0,0,0.454,0,0,0,0.03,0.008,0,0,0,0,0.012,0,0,0,0,0.004,0.053,0.004,0.023,0.015,0,0,0,0,0,0,0,0,0.105,0.068,0,0.008,0,0,0,0.008,0,0,0.083,0,0.004,0,0.004,0,0,17
"270","1987:The Last Emperor",0,0,0,0,0.004,0.017,0,0,0,0.022,0,0.093,0,0.026,0.257,0,0,0.273,0,0,0,0.007,0,0,0,0,0,0.003,0.085,0,0.003,0,0,0,0.016,0,0.007,0.001,0,0,0.047,0,0,0,0.057,0.044,0,0,0.003,0.031,12
"271","1988:Dangerous Liaisons",0.001,0.162,0.006,0.001,0.001,0.328,0.038,0.001,0.001,0.001,0.017,0.006,0.006,0.001,0.001,0.038,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.006,0.001,0.006,0.001,0.006,0.001,0.011,0.21,0.001,0.001,0.011,0.001,0.001,0.001,0.001,0.006,0.124,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,17
"272","1988:Mississippi Burning",0.002,0,0,0,0,0,0,0,0.004,0.011,0.019,0.019,0,0,0,0,0,0,0,0,0,0.085,0.061,0,0,0,0.026,0,0,0.001,0.008,0,0.072,0.034,0,0.464,0,0,0,0.077,0,0,0,0.1,0,0.001,0,0,0.012,0,16
"273","1988:Rain Man",0,0.067,0.004,0,0.011,0.032,0,0,0.011,0,0.014,0.168,0,0.021,0,0,0,0,0.067,0,0,0,0.018,0.081,0,0.067,0,0,0.014,0.004,0,0.165,0,0,0.007,0,0,0,0,0.147,0,0.049,0,0,0.004,0,0,0,0.039,0,2
"274","1988:The Accidental Tourist",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,12
"275","1988:Working Girl",0,0,0,0,0.121,0.236,0.038,0,0,0.048,0,0,0.007,0,0.049,0,0,0,0,0,0,0.129,0,0,0.026,0,0.002,0,0,0,0,0.008,0.002,0,0,0,0.025,0,0,0.28,0.015,0,0,0,0,0,0.002,0,0.007,0,17
"276","1989:Born on the Fourth of July",0,0,0.037,0.006,0,0.052,0,0,0,0,0,0.012,0,0,0.022,0,0,0.009,0.019,0,0,0,0,0,0,0.058,0,0,0.195,0,0,0.089,0.009,0.113,0,0,0.11,0,0,0,0,0,0,0.031,0.089,0,0,0,0.028,0.11,5
"277","1989:Dead Poets Society",0.067,0.097,0,0,0,0,0.002,0,0,0.059,0,0,0,0,0.057,0,0,0,0,0,0,0.108,0,0,0.002,0,0,0,0.037,0,0,0,0,0,0,0,0.444,0,0,0,0.091,0,0.002,0,0,0.024,0.002,0,0.002,0,1
"278","1989:Driving Miss Daisy",0,0.141,0,0,0,0,0,0,0,0,0,0.026,0.005,0.005,0,0.008,0,0,0,0.003,0.003,0.095,0.146,0,0,0,0,0,0,0.059,0,0,0.077,0.146,0,0.149,0,0,0,0,0.057,0,0,0,0,0,0,0,0.062,0.008,1
"279","1989:Field of Dreams",0,0.004,0,0.158,0,0,0.087,0,0,0.016,0,0.103,0,0.012,0.095,0,0,0,0.012,0,0,0.06,0,0,0,0.198,0.008,0,0,0,0.032,0,0.012,0.095,0,0.012,0,0.02,0,0,0.012,0,0.044,0,0,0,0,0,0.004,0,11
"280","1989:My Left Foot",0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,20
"281","1990:Awakenings",0.001,0.001,0.001,0.001,0.007,0.001,0.001,0.001,0.007,0.059,0.001,0.001,0.001,0.001,0.052,0.001,0.001,0.001,0.001,0.001,0.001,0.014,0.001,0.001,0.001,0.136,0.001,0.001,0.001,0.007,0.001,0.517,0.001,0.001,0.007,0.001,0.001,0.02,0.001,0.001,0.001,0.001,0.026,0.001,0.052,0.001,0.014,0.001,0.059,0.001,13
"282","1990:Dances with Wolves",0,0,0,0,0,0.015,0.08,0,0,0.269,0,0.003,0,0,0,0.033,0,0,0,0.003,0,0.006,0,0,0,0,0.009,0,0.216,0,0,0.009,0,0,0.012,0.133,0,0,0,0,0,0,0.018,0.033,0,0,0,0.095,0,0.056,8
"283","1990:Ghost",0,0,0.073,0,0,0.013,0,0,0,0.278,0,0,0,0,0.184,0.056,0,0,0,0,0,0,0.005,0.12,0,0.009,0,0,0,0.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,8
"284","1990:Goodfellas",0,0.019,0.098,0.024,0,0.06,0,0,0,0,0,0.07,0,0.002,0,0.002,0,0.289,0,0.007,0,0,0.009,0.149,0,0.017,0.087,0,0,0.002,0,0,0.004,0.043,0,0,0,0.011,0.011,0.034,0,0,0.038,0,0,0,0,0,0.017,0,2
"285","1990:The Godfather Part III",0,0.048,0,0.396,0,0.152,0,0,0,0.008,0,0.081,0,0,0.035,0.004,0.015,0,0,0.011,0,0.006,0,0.009,0,0,0.066,0,0.029,0,0,0.057,0.002,0,0.02,0,0,0.011,0.011,0,0,0,0.004,0,0.028,0.002,0,0,0,0,11
"286","1991:Beauty and the Beast",0,0.124,0.008,0,0,0.188,0,0,0,0.238,0.005,0.005,0,0,0.188,0.051,0,0.005,0.132,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.041,0,0,8
"287","1991:Bugsy",0,0.029,0.022,0,0.014,0.14,0,0.004,0,0.016,0,0,0.008,0.002,0,0,0.081,0,0,0,0,0.11,0.065,0.391,0,0.002,0.045,0,0,0,0,0,0,0,0,0.002,0,0.006,0,0.047,0,0,0.002,0,0.002,0,0,0,0.002,0.002,18
"288","1991:JFK",0.188,0.004,0.073,0.021,0.023,0,0.046,0,0.002,0,0.139,0.027,0.011,0,0,0,0,0,0,0,0,0,0,0,0.019,0.002,0.089,0.006,0.025,0,0,0,0,0,0,0.004,0,0,0,0.153,0,0,0,0.025,0.135,0,0,0,0,0.002,10
"289","1991:The Prince of Tides",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.183,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,21
"290","1991:The Silence of the Lambs",0,0,0.256,0,0.004,0,0,0,0,0.231,0.007,0,0,0.007,0.015,0.004,0,0.011,0.124,0,0,0,0.004,0,0,0.004,0,0.1,0,0.011,0.004,0.025,0,0,0.007,0,0,0.015,0,0.16,0,0,0,0,0,0,0,0,0,0,22
